Location,dist,region,country,North,East,Alternative Name,county1900
Turla (Turla), Tashtagol, Kemerovo, Russia,524255,873857,Турла,Russia
Turschunaj (Turshunay), Babayurt, Dagestan, Russia,433552,463950,Туршунай,Russia
Uchta (Kalevala), Kalevala, Karelia, Russia,651154,311116,Ухта,Russia
Uchta (Kalevala), Kalevala, Karelia, Russia,651154,311116,Шербакуль,Russia
Udalnoje (Udalnoye), Tabuny, Altai Krai, Russia,524904,785129,Удальное,Russia
Ufa (Ufa), Ufa, Bashkortostan, Russia,544419,555820,Уфа,Russia
Ukrainka/Bergengraben (lost), Marks, Saratov, Russia,513720,465336,Украинка/Бергенграбен,Russia
Ulendykul (Ulendykul), Isilkul, Omsk, Russia,544757,712712,Улендыкуль,Russia
Uljanowka (lost), Fyodorovsky, Saratov, Russia,511347,475310,Ульяановка,Russia
Unterdorf (Veslovo), Kamyshin, Volgograd, Russia,501530,451653,Унтердорф,Russia
Unterwalden (Podlesnoye), Marks, Saratov, Russia,514902,470044,Унтервальден,Russia
Uras (lost), Marks, Saratov, Russia,515160,472318,Урас,Russia
Urasowo (Urazovo), Konakovo, Tver, Russia,563709,370402,Уразово,Russia
Urbach (Pushkino), Sovetsky, Saratov, Russia,511359,465830,Урбах,Russia
Urupskaja (Sovetskaya), Novokubansk, Krasnodar, Russia,444641,411035,Урурская,Russia
Ust-Kamennyy Istock (Korobeynikovo), Ust-Pristansky, Altai Krai, Russia,521134,834221,Усть-Каменный Исток,Russia
Ust-Labinskaja (Ust-Labinsk), Ust-Labinsk, Krasnodar, Russia,451255,394132,Усть-Лабинская,Russia
Utkina Sawod (St Petersburg-Utkina Zavod), Nevsky, Sankt Petersburg, Russia,595201,302931,Уткина Заводь,Russia
Veiten (not found), Primorsky, Sankt Petersburg, Russia,600226,301151,,Russia
Vollmer/Kopenka (Lugovoye), Krasnoarmeysk, Saratov, Russia,504356,452634,Фольмер/Копенка,Russia
Voskresenskiy/Pioner (lost), Skovorodino, Amur, Russia,535855,1224904,Пионер,Russia
Waldheim (Apollonovka), Isilkul, Omsk, Russia,551001,713235,Вальдгейм,Russia
Waldheim/Aleksejewka (Alekseyevka), Ufimsky, Bashkortostan, Russia,545102,551356,Алексеевка,Russia
Walter (Grechikhino), Zhirnovsk, Volgograd, Russia,510904,444817,Вальтер,Russia
Walujewka (Valuyevka), Staraya Poltavka, Volgograd, Russia,502121,462510,Валуевка,Russia
Wanderloo/No. 1 (Lvovskiy 1-y), Babayurt, Dagestan, Russia,432318,470848,Вандерлоо № 1,Russia
Warenburg/Priwalnoje/Siminop (Privalnoye), Azovsky Nemetsky National District, Omsk, Russia,544125,725938,Привальное,Russia
Warjuchima (Varyukhino), Yurga, Kemerovo, Russia,560639,845414,Варюхино,Russia
Warschinowka/Marianowka (Vershinovka), Akbulak, Orenburg, Russia,503655,553818,Вершиновка,Russia
Weizendorf/Groß-Werder/Jekaterinowka (lost), Radionovo-Nesvetayskaya, Rostov, Russia,474903,393001,Вайцендорф,Russia
Weizenfeld (Trudovoye), Stepnoye, Stavropol, Russia,440424,441944,Вейценфельд,Russia
Weizenfeld/Pschenitschnoje (N in Rozovoye), Sovetsky, Saratov, Russia,511415,464652,Вейценфельд/Пшеничное,Russia
Werch. Ishorskaja (S in Telmana), Tosno, Leningrad, Russia,594308,303614,Верх. Ижорская Кол.,Russia
Werch. Kljutschanka (lost), Gubakha, Perm, Russia,584424,571446,Верх. Ключанка,Russia
Werch. Tarasowka (Tarasovskiy), Tarasovskyy, Rostov, Russia,484343,402151,Верх. Тарасовка,Russia
Werchnaja Korbusch (Verkhniy Karbush), Azovsky Nemetsky National District, Omsk, Russia,545331,731328,Верхний Карбуш,Russia
Weselyj (Veselyy), Veselyy, Rostov, Russia,470516,404443,Веселый,Russia
Wiesenfeld (Avilovo), Kotovo, Volgograd, Russia,501311,450413,Визенфельд,Russia
Wiesenfeld (Mokhovoye), Isilkul, Omsk, Russia,550636,711021,Визенфельд,Russia
Wiesenfeld/Stepnoje (lost), German National District, Altai Krai, Russia,531000,784036,Степное,Russia
Wiesengrund (lost), Kurskaya, Stavropol, Russia,440618,431142,Везенгрунт,Russia
Wiesenmueller (Lugovskoje), Rovnoye, Saratov, Russia,503802,462826,Визенмиллер,Russia
Wiktorfeld (Imeni Lenina), Millerovo, Rostov, Russia,485853,401401,Викторфельд,Russia
Wiktorowka (Viktorovka), Blagovar, Bashkortostan, Russia,544844,550527,Викторовка,Russia
Wild (Druzhba), Sol-Iletsk, Orenburg, Russia,512521,550301,Вильд,Russia
Wittmann/Solothurn (Zolotovka), Marks, Saratov, Russia,515326,470915,Витман/Золотурн,Russia
Wjanki (lost), Millerovo, Rostov, Russia,483907,404512,Вбянки,Russia
Wjasma (Vyazma), Vyazma, Smolensk, Russia,551224,341752,Вязьма,Russia
Wjatka (Kirov), Kirov, Kirov, Russia,583600,494100,Вяатка,Russia
Wladimirowka (Akhtubinsk), Achtubinsk, Astrakhan, Russia,481700,461000,Владимировка,Russia
Wladimirskoje (lost), Koshki, Samara, Russia,541218,501715,Владимирское,Russia
Wladiwostok (Vladivostok), Vladivostok, Primorsky, Russia,430800,1315400,Владивосток,Russia
Wlasowskij (Vlasovka), Tarasovskyy, Rostov, Russia,483630,400240,Власовский,Russia
Wodjanoje/Wasserreich (Vodyanoye), Isilkul, Omsk, Russia,550022,712016,Водяное,Russia
Wohldenfuerst/Welikoknjasheskoje (S in Kochubeyevskoye), Kochubeyevskoye, Stavropol, Russia,443907,415031,Вольдемфюрст/Великокняж,Russia
Wolkowo (St Petersburg-Volkovo), Frunzensky, Sankt Petersburg, Russia,595351,302145,Волково,Russia
Wolnuschki (Zharkovskiy), Zharkovskiy, Smolensk, Russia,555058,321558,Волнушки,Russia
Wologda (Vologda), Vologda, Vologda, Russia,591255,395237,Вологда,Russia
Wolsk (Volsk), Volsk, Saratov, Russia,500250,472318,Вольск,Russia
Woltschij Rakit (Volchiy Rakit), German National District, Altai Krai, Russia,532229,785031,Волчий Ракит,Russia
Workuta (Vorkuta), Vorkuta, Komi, Russia,673000,640200,Воркута,Russia
Woronesh (Voronezh), Voronezh, Voronezh, Russia,513947,391158,Воронеж,Russia
Woronok (Voronok), Starodub, Bryansk, Russia,522140,323959,Воронок,Russia
Woskresenka (Voskresenka), Engels, Saratov, Russia,505929,462753,Вокресенка,Russia
Wysokopolje (lost), Kochubeyevskoye, Stavropol, Russia,443221,414540,Высокополье,Russia
Zameletenowka (Zameletenovka), Lyubinskiy, Omsk, Russia,551400,723900,Замелетеновка,Russia
Zaryzyn/Stalingrad (Volgograd), Volgograd, Volgograd, Russia,484212,442713,Царицын,Russia
Zentral (Tsentral), Novokhopyorsk, Voronezh, Russia,505452,412145,Централь,Russia
Zimmertal/Konstantinowka (lost), German National District, Altai Krai, Russia,531747,785538,Костантиновка,Russia
Zlatoust (Zlatoust), Zlatoust, Chelyabinsk, Russia,551016,594020,Златуст,Russia
Zubrinka (Zubrinka), Serdobsk, Penza, Russia,523020,441139,Зубринка,Russia
Zuerich (Zorkino), Marks, Saratov, Russia,515355,471033,Цюрих,Russia
Zwetnopolje/Blumenfeld (Tsvetnopolye), Azovsky Nemetsky National District, Omsk, Russia,542924,725228,Цветнополье,Russia
Aahof (Lejasciems), , Gulbene, Latvia,571644,263435,Aahof,Russian Empire
Achtubinsk (Akhtubinsk), , Astrakhan, Kazakhstan,481726,460950,Achtubinsk,Russian Empire
Adiamuende (Skulte), , Limbazi, Latvia,571950,242631,Adiamuende,Russian Empire
Adschemier/Adschemier/Agemler/Ciobänita (Ciobänita), Constanta, Constanta, Romania,440044,281635,Adschemier/Adschemier/Agemler/Ciob,Russian Empire
Akkuduk, , Qostanay, Kazakhstan,534841,612250,Akkuduk,Russian Empire
Akmolinsk/Zelinograd (Astana), Astana, Astana, Kazakhstan,511000,712500,Akmolinsk/Zelinograd,Russian Empire
Akpunar (Akpunar), Tulcea, Tulcea, Romania,450218,282001,Akpunar,Russian Empire
Aktas (Aqtas), , Qaraghandy, Kazakhstan,494644,725739,Aktas,Russian Empire
Aktjubinsk (Aqtoebe), , Aqtoebe, Kazakhstan,501739,571045,Aktjubinsk,Russian Empire
Alakap/Alacap/Poarta Albä (Poarta Albä), Constanta, Constanta, Romania,441224,282343,Alakap/Alacap/Poarta Albä,Russian Empire
Albota (Albota de Sus), , Taraclia, Moldova,455831,282826,Albota,Russian Empire
Albota/Ober-Albota/Albota-de-Sus (Albota de Sus), Cahul, Taraclia, Moldova,455830,282826,Albota/Ober-Albota/Albota-de-Sus,Russian Empire
Albu (Albu), , Jaerva, Estonia,590831,253925,Albu,Russian Empire
Aleksandrowski (Kyzyl-Adyr), Bakaj-Atinski, Talas, Kyrgyzstan,423748,713448,Aleksandrowski,Russian Empire
Alexanderfeld/Alexandrucel Bun (Alexanderfeld), Cahul, Cahul, Moldova,454831,282536,Alexanderfeld/Alexandrucel Bun,Russian Empire
Alexanderhilf/Rosenberg (Trialeti), , Kvemo Kartli, Georgia,413227,440630,Alexanderhilf/Rosenberg,Russian Empire
Alexanderpol (Matvehevka), Semipalatinsk, Shyghys Kazakhstan, Kazakhstan,505632,810921,Alexanderpol,Russian Empire
Alexandrowka/Alexandresti (Burlacu), Cahul, Cahul, Moldova,460259,282448,Alexandrowka/Alexandresti,Russian Empire
Alexandrowka/Alexsandrovka (Kenesary), Akmolinsk, Aqmola, Kazakhstan,530604,695115,Alexandrowka/Alexsandrovka,Russian Empire
Alexejewka/Kirowka (Hesensu), Agstafa, Agstafa, Azerbaijan,410457,452945,Alexejewka/Kirowka,Russian Empire
Alma-Ata (Almaty), , Almaty, Kazakhstan,431500,765700,Alma-Ata,Russian Empire
Alt-Fratautz/Deutsch-Altfratautz/Neu-Fratautz (Frätäutii Noi), Radautz, Suceava, Romania,475635,255036,Alt-Fratautz/Deutsch-Altfratautz/Neu-Fr,Russian Empire
Alt-Fratautz/Deutsch-Fratautz/Fratautz (Frätäutii Vechi), Radautz, Suceava, Romania,475445,255253,Alt-Fratautz/Deutsch-Fratautz/Fratautz,Russian Empire
Alt-Oneschti/Alt-Oneshty/Onesty-Vekhy (One§ti/Onesti), Chisinau, Hincesti, Moldova,465136,281458,Alt-Oneschti/Alt-Oneshty/Onesty-Vekhy,Russian Empire
Alt-Scholtoi/Alt-Sholtoy/Scholtoi (Soltoaia / Soltoaia), Belz, Falesti, Moldova,472731,274850,Alt-Scholtoi/Alt-Sholtoy/Scholtoi,Russian Empire
Amboten (Embute), Embute, Vainode, Latvia,563021,214905,Amboten,Russian Empire
Anadolchioi (Constanta), Constanta, Constanta, Romania,441145,283731,Anadolchioi,Russian Empire
Angern (Engure), , Engure, Latvia,570938,231328,Angern,Russian Empire
Angieniki (Angenikai), Alytus, Alytus, Lithuania,542349,234319,Angieniki,Russian Empire
Annenfeld/Schamchor (Shamkir), Shamkir, Samkir, Azerbaijan,404952,460116,Annenfeld/Schamchor,Russian Empire
Annenhof (Lilli-Anne), , Vorumaa, Estonia,575344,264916,Annenhof,Russian Empire
Antoinettental (Camenca), , Soroca, Moldova,480100,284230,Antoinettental,Russian Empire
Apriken (Apriki), , Aizpute, Latvia,564813,213024,Apriken,Russian Empire
Arbora/Arbore (Arbore), Solka, Suceava, Romania,474358,255534,Arbora/Arbore,Russian Empire
Arensburg (Kuressaare), , Saare, Estonia,581450,222915,Arensburg,Russian Empire
Ascheraden/Stucka (Aizkraukle), , Aizkraukle, Latvia,563920,251520,Ascheraden/Stucka,Russian Empire
Asikkala, Paeijaet-Haemeen, Etelae-Suomen, Finland,611020,253220,Asikkala,Russian Empire
Assanowo/Asanovo-Chutor (Asanovo), Petropavlovsk, Shyghys Kazakhstan, Kazakhstan,545124,692646,Assanowo/Asanovo-Chutor,Russian Empire
Atmadscha/Atmagea (Atmagea), Tulcea, Tulcea, Romania,445752,282557,Atmadscha/Atmagea,Russian Empire
Auksztokalnia (lost), Braslav, Vitsebsk, Belarus,552200,263030,Auksztokalnia,Russian Empire
Awrzance (Avizieniai), Lazdijai, Alytus, Lithuania,541023,234405,Awrzance,Russian Empire
Awwakumowka/Avvakumovka (Awwakumowka), Novo-Ivanovsk, Pavlodar, Kazakhstan,525906,735557,Awwakumowka/Avvakumovka,Russian Empire
Bacieczki (Bialystok-Bcieczki), Bialystok, Podlaskie, Poland,530900,230522,Bacieczki,Russian Empire
Badeutz/Deutsch-Badeuc/Mileschoutz-Badeutz (Bädeuti), Radautz, Suceava, Romania,474805,255851,Badeutz/Deutsch-Badeuc/Mileschoutz-,Russian Empire
Baimaklia (Baimaclia), Cahul, Cantemir, Moldova,461126,282307,Baimaklia,Russian Empire
Bajusch/Bayush (Bäiu§ / Baius), Cahul, Leova, Moldova,462734,282857,Bajusch/Bayush,Russian Empire
Baku (Baku), Baku, Absheron, Azerbaijan,402305,494915,Baku,Russian Empire
Balaban (Balabanu), Cahul, Taraclia, Moldova,455560,283430,Balaban,Russian Empire
Baladscha (Stozher), , Dobrich-Selska, Bulgaria,432556,274938,Baladscha,Russian Empire
Balkuny (Balkunai), Alytus, Alytus, Lithuania,542259,235320,Balkuny,Russian Empire
Balmas/Lermanstal (Balmaz), , Anenii Noi, Moldova,464754,291656,Balmas/Lermanstal,Russian Empire
Baranowicze (Baranavichi), , Brest, Belarus,530807,260100,Baranowicze,Russian Empire
Baronowskoje/Baronovskoye (Bogodukhovka), Petropavlovsk, Severo-Kazakhstan, Kazakhstan,540336,690743,Baronowskoje/Baronovskoye,Russian Empire
Baronskoje/Baronskoye (Pushkino), Akmolinsk, Qaraghandy, Kazakhstan,495418,713654,Baronskoje/Baronskoye,Russian Empire
Basardshik/Tolbuchin (Dobrich), , Dobrich, Bulgaria,433425,274938,Basardshik/Tolbuchin,Russian Empire
Bauske (Bauska), , Bauska, Latvia,562416,241137,Bauske,Russian Empire
Belz (Balti / Baltsy), Belz, Balti, Moldova,474517,275507,Belz,Russian Empire
Belzy/Beltsy (Balti), , Balti, Moldova,474600,275500,Belzy/Beltsy,Russian Empire
Bender (Bendery/Tighina), , Transnistria, Moldova,464931,292813,Bender,Russian Empire
Bender/Bendery (Bender / Tighina), Bender, Bender, Moldova,464924,292742,Bender/Bendery,Russian Empire
Bereza Kartuska (Biaroza), Biaroza, Brest, Belarus,523201,245902,Bereza Kartuska,Russian Empire
Bergdorf (Cazangic), Cahul, Leova, Moldova,463041,282609,Bergdorf,Russian Empire
Bergdorf (Colosova), , Transnistria, Moldova,471933,293400,Bergdorf,Russian Empire
Bergdorf/Kolosova/Kolosowa (Colosova), Glückstal, Transnistria, Moldova,472007,293358,Bergdorf/Kolosova/Kolosowa,Russian Empire
Bergtal (Rotfront/Tuz), , Chui, Kyrgyzstan,424731,745122,Bergtal,Russian Empire
Bessarabka/Heinrichsdorf (Crasnaia Besarabia), Hoffnungstal, Transnistria, Moldova,471710,293512,Bessarabka/Heinrichsdorf,Russian Empire
Bessarabskij/Bessarabsky (Bessarabskij), Kustanay, Qostanay, Kazakhstan,521809,615754,Bessarabskij/Bessarabsky,Russian Empire
Bialystok, Bialystok, Podlaskie, Poland,530800,230900,Bialystok,Russian Empire
Blumenfeld/Jakublo (Kavta), , Kvemo Kartli, Georgia,413318,440427,Blumenfeld/Jakublo,Russian Empire
Blumental/Lobatoik (southeast part of Hirtop), Bender, Cimislia, Moldova,463851,284200,Blumental/Lobatoik,Russian Empire
Bobrowniki (Bebrininkai), Vilkaviskis, Marijampole, Lithuania,544107,231711,Bobrowniki,Russian Empire
Bobruisk (Babrujsk), , Mahilyow, Belarus,530815,291442,Bobruisk,Russian Empire
Bokszyszki (Dunichy), , Hrodna, Belarus,540550,255500,Bokszyszki,Russian Empire
Bori/Bory/Boureni (northern part of Gura Humorului), Gurahumora, Suceava, Romania,473351,255251,Bori/Bory/Boureni,Russian Empire
Borisovka, , Aqmola, Kazakhstan,515354,682952,Borisovka,Russian Empire
Borisowka/Borisovka (Borisowka), Pavlodar, Pavlodar, Kazakhstan,525241,765827,Borisowka/Borisovka,Russian Empire
Borowskoje (Borvskoy), , Qostanay, Kazakhstan,534737,641015,Borowskoje,Russian Empire
Bratuleni (Brätuleni / Bratuleni), Chisinau, Nisporeni, Moldova,470802,275823,Bratuleni,Russian Empire
Brest Litowsk (Brest), , Brest, Belarus,520600,234200,Brest Litowsk,Russian Empire
Brinsa-Chutor/Burga-Chutor (Hirschberg), Glückstal, Transnistria, Moldova,472127,293018,Brinsa-Chutor/Burga-Chutor,Russian Empire
Buchenhain/Pojana Mikuli (Poiana Micului), Gurahumora, Suceava, Romania,474036,254536,Buchenhain/Pojana Mikuli,Russian Empire
Buchta (Bukta), Marijampole, Marijampole, Lithuania,542700,232338,Buchta,Russian Empire
Buckuny (Buckunai), Alytus, Alytus, Lithuania,542031,234511,Buckuny,Russian Empire
Bukschoja/Bukszoja/Buc§oaia (Buc§oaia), Kimpolung, Suceava, Romania,473231,254843,Bukschoja/Bukszoja/Buc§oaia,Russian Empire
Bulajewo/Bulayevo (Bulaevo), Bulayevo, Severo-Kazakhstan, Kazakhstan,545426,702727,Bulajewo/Bulayevo,Russian Empire
Chatke (Shatki), , Minsk, Belarus,542500,291300,Chatke,Russian Empire
Chleborob/Pobeda, , Aqmola, Kazakhstan,522300,675300,Chleborob/Pobeda,Russian Empire
Choroszcz, Bialystok, Podlaskie, Poland,530839,225917,Choroszcz,Russian Empire
Ciejsztoryszki (Geisteriskiai), Vilkaviskis, Marijampole, Lithuania,543220,230119,Ciejsztoryszki,Russian Empire
Cogealac (Cogealac), Constanta, Constanta, Romania,443342,283346,Cogealac,Russian Empire
Colelia/Kuleli/Kulelie (Colelia), Constanta, Constanta, Romania,443615,282446,Colelia/Kuleli/Kulelie,Russian Empire
Dabrowka/Alexandrowo (lost), , Brest, Belarus,514327,233836,Dabrowka/Alexandrowo,Russian Empire
Dauksze (Dauksiai), Marijampole, Marijampole, Lithuania,542949,233510,Dauksze,Russian Empire
Dembowo (Dambava), Marijampole, Marijampole, Lithuania,543529,233214,Dembowo,Russian Empire
Dmitriyevka, , Almaty, Kazakhstan,432847,770201,Dmitriyevka,Russian Empire
Dobrzyniewo Duze, Bialystok, Podlaskie, Poland,531211,230037,Dobrzyniewo Duze,Russian Empire
Dojlidy (Bialystok-Dojlidy Gorne), Bialystok, Podlaskie, Poland,530544,231248,Dojlidy,Russian Empire
Dominskoje/Ebental (Dominskoje/Dominka), Pavlodar, Pavlodar, Kazakhstan,524927,780313,Dominskoje/Ebental,Russian Empire
Dorna-Watra/Vatra Dornei (Vatra Dornei), Kimpolung, Suceava, Romania,472048,252108,Dorna-Watra/Vatra Dornei,Russian Empire
Dorpat (Tartu), , Tartu, Estonia,582224,264255,Dorpat,Russian Empire
Dowgirdy (Daugirgdai), Alytus, Alytus, Lithuania,542559,234829,Dowgirdy,Russian Empire
Draschna (Minsk-Drazhna), , Minsk, Belarus,535400,273900,Draschna,Russian Empire
Drushkowskoje/Druzhkovka (Drushkowskoje), Pavlodar, Pavlodar, Kazakhstan,525728,775431,Drushkowskoje/Druzhkovka,Russian Empire
Dshambul (Zhambyl), , Zhambyl, Kazakhstan,425320,712215,Dshambul,Russian Empire
Dubrowo (Dubrovo), , Minsk, Belarus,540557,270602,Dubrowo,Russian Empire
Durben (Durbe), , Durbe, Latvia,563500,212100,Durben,Russian Empire
Dyushambe/Stalinabad (Dushanbe), , Dushanbe, Tajikistan,383212,684648,Dyushambe/Stalinabad,Russian Empire
Ebenfeld (Cimpul Drept), Cahul, Leova, Moldova,463353,283050,Ebenfeld,Russian Empire
Eichendorf/Achendorf (Doina), Cahul, Cahul, Moldova,460642,281939,Eichendorf/Achendorf,Russian Empire
Eigenfeld/Jengelskend (lost), Shamkir, Samkir, Azerbaijan,405115,455406,Eigenfeld/Jengelskend,Russian Empire
Eisenau/Ajzenaw/Prisaca (Prisaca Dornei), Kimpolung, Suceava, Romania,473227,253928,Eisenau/Ajzenaw/Prisaca,Russian Empire
