line,page,hb,gb,name,school,sanitaty,isr,grk,rk,parish_dist
191,831,Bochnia,Niepołomice,Łazy,Lazy,Bochnia (SD),Wiśnicz Nowy,,Brzeźnica,rk. Brzeźnica|isr. Wiśnicz Nowy
192,831,Bochnia,Niepołomice,Majkowice,-,Ujście Solne,Bochnia,,Mikłuszowice,rk. Mikłuszowice|isr. Bochnia
193,831,Bochnia,Niepołomice,Mikłuszowice,Mikłuszowice,Ujście Solne,Bochnia,,Mikłuszowice,rk. Mikłuszowice|isr. Bochnia
194,831,Bochnia,Niepołomice,Moszczenica,Moszczenica,Bochnia (SD),Bochnia,,Chełm,rk. Chełm|isr. Bochnia
195,831,Bochnia,Niepołomice,Niedary,Niedary,Ujście Solne,Bochnia,,Ujście Solne,rk. Ujście Solne|isr. Bochnia
196,831,Bochnia,Niepołomice,Nieszkowice Małe,Nieszkowice Małe,Bochnia (SD),Wiśnicz Nowy,,Chełm,rk. Chełm|isr. Wiśnicz Nowy
197,831,Bochnia,Niepołomice,Ostrów Królewski,Ostrów Królewski,Bochnia (SD),Bochnia,," Rzezawa,Mikłuszowice","rk. Rzezawa,Mikłuszowice|isr. Bochnia"
198,831,Bochnia,Niepołomice,Ostrów Szlachecki,Ostrów Szlachecki,Bochnia (SD),Bochnia,," Rzezawa,Mikłuszowice","rk. Rzezawa,Mikłuszowice|isr. Bochnia"
199,831,Bochnia,Niepołomice,Popędzyna,-,Ujście Solne,Bochnia,,Ujście Solne,rk. Ujście Solne|isr. Bochnia
200,831,Bochnia,Niepołomice,Proszówki,Proszówki,Bochnia (SD),Bochnia,,Krzyżanowice Wielkie,rk. Krzyżanowice Wielkie|isr. Bochnia
201,831,Bochnia,Niepołomice,Rzezawa,Rzezawa,Bochnia (SD),Bochnia,,Rzezawa,rk. Rzezawa|isr. Bochnia
202,831,Bochnia,Niepołomice,Siedlec,Siedlec,Bochnia (SD),Bochnia,,Chełm,rk. Chełm|isr. Bochnia
203,831,Bochnia,Niepołomice,Słomka,Krzyżanowice Wielkie,Bochnia (SD),Bochnia,,Krzyżanowice Wielkie,rk. Krzyżanowice Wielkie|isr. Bochnia
204,831,Bochnia,Niepołomice,Stanisławice,Stanisławice,Łapanów,Bochnia,,Łapczyca,rk. Łapczyca|isr. Bochnia
205,831,Bochnia,Niepołomice,Stradomka,Buczyna,Ujście Solne,Wiśnicz Nowy,,Sobolów,rk. Sobolów|isr. Wiśnicz Nowy
206,831,Bochnia,Niepołomice,Swiniarów,Swiniarów,Ujście Solne,Bochnia,,Mikłuszowice,rk. Mikłuszowice|isr. Bochnia
207,831,Bochnia,Niepołomice,Trawniki,Grobla,Bochnia (SD),Bochnia,,Mikłuszowice,rk. Mikłuszowice|isr. Bochnia
208,831,Bochnia,Niepołomice,Trinitatis,Bochnia: 5,Ujście Solne,Bochnia,,,rk.|isr. Bochnia
209,831,Bochnia,Niepołomice,Wieniec,-,Ujście Solne,Bochnia,,Ujście Solne,rk. Ujście Solne|isr. Bochnia
210,831,Bochnia,Niepołomice,Wola Drwińska,Wola Drwińska,Bochnia (SD),Wiśnicz Nowy,,Niegowić,rk. Niegowić|isr. Wiśnicz Nowy
211,831,Bochnia,Niepołomice,Wrzępia,-,Ujście Solne,Bochnia,,Mikłuszowice,rk. Mikłuszowice|isr. Bochnia
212,831,Bochnia,Niepołomice,Wyżyce,Wyżyce,Łapanów,Bochnia,," Cerekiew,Okulice (Gm. Bratucice)","rk. Cerekiew,Okulice (Gm. Bratucice)|isr. Bochnia"
213,831,Bochnia,Niepołomice,Zatoka,-,Ujście Solne,Bochnia,,Mikłuszowice,rk. Mikłuszowice|isr. Bochnia
214,831,Bochnia,Niepołomice,,,Ujście Solne,Bochnia,,Mikłuszowice,rk. Mikłuszowice|isr. Bochnia
215,831,Bochnia,Niepołomice,Brzezie,Brzezie,Niepołomice,Bochnia,,Brzezie,rk. Brzezie|isr. Bochnia
216,831,Bochnia,Niepołomice,Chobot,(Chałupki (Gm. Wola Zabie-rzowska),Niepołomice,Bochnia,,Zabierzów,rk. Zabierzów|isr. Bochnia
217,831,Bochnia,Niepołomice,Chrość,Chrość,Niepołomice,Bochnia,," Brzezie,Niepołomice","rk. Brzezie,Niepołomice|isr. Bochnia"
218,831,Bochnia,Niepołomice,Cichawa,Cichawa,Niepołomice,Bochnia,,Niegowić,rk. Niegowić|isr. Bochnia
219,831,Bochnia,Niepołomice,Czyżów,Brzezie,Niepołomice,Bochnia,,Brzezie,rk. Brzezie|isr. Bochnia
220,831,Bochnia,Niepołomice,Dąbrowa,-,Niepołomice,Bochnia,,Brzezie,rk. Brzezie|isr. Bochnia
221,831,Bochnia,Niepołomice,Grodkowice,-,Niepołomice,Bochnia,,Brzezie,rk. Brzezie|isr. Bochnia
222,831,Bochnia,Niepołomice,Jaroszówka,-,Łapanów,Bochnia,,Niegowić,rk. Niegowić|isr. Bochnia
223,831,Bochnia,Niepołomice,Kłaj,Kłaj,Niepołomice,Bochnia,," Niepołomice,Zabierzów","rk. Niepołomice,Zabierzów|isr. Bochnia"
224,831,Bochnia,Niepołomice,Klęczany,-,Łapanów,Bochnia,,Niegowić,rk. Niegowić|isr. Bochnia
225,831,Bochnia,Niepołomice,Krakuszowice,Niegowić,Niepołomice,Bochnia,,Niegowić,rk. Niegowić|isr. Bochnia
226,831,Bochnia,Niepołomice,Książnice,Książnice,Bochnia (SD),Bochnia,,Chełm,rk. Chełm|isr. Bochnia
227,831,Bochnia,Niepołomice,Łężkowice,Łężkowice,Bochnia (SD),Bochnia,,Chełm,rk. Chełm|isr. Bochnia
228,831,Bochnia,Niepołomice,Lysokanie,-,Niepołomice,Bochnia,,Brzezie,rk. Brzezie|isr. Bochnia
229,831,Bochnia,Niepołomice,Marszowice,Niegowić,Łapanów,Bochnia,,Niegowić,rk. Niegowić|isr. Bochnia
230,831,Bochnia,Niepołomice,Niegowić,Niegowić,Niepołomice,Bochnia,,Niegowić,rk. Niegowić|isr. Bochnia
231,831,Bochnia,Niepołomice,Niepołomice,"Niepołomice,Podgrabie (Gm. Niepołomice",Niepołomice,Bochnia,," Niepołomice,Grabie (BH: Wieliczka)","rk. Niepołomice,Grabie (BH: Wieliczka)|isr. Bochnia"
232,831,Bochnia,Niepołomice,Niewiarów,Niegowić,Niepołomice,Bochnia,,Niegowić,rk. Niegowić|isr. Bochnia
233,831,Bochnia,Niepołomice,Nieznanowice,Nieznanowice,Łapanów,Bochnia,,Niegowić,rk. Niegowić|isr. Bochnia
234,831,Bochnia,Niepołomice,Pierzchów,Pierzchów,Bochnia (SD),Bochnia,,Niegowić,rk. Niegowić|isr. Bochnia
235,831,Bochnia,Niepołomice,Pierzchowiec,Pierzchów,Bochnia (SD),Bochnia,,Niegowić,rk. Niegowić|isr. Bochnia
236,831,Bochnia,Niepołomice,Podborze,Niepołomice,Niepołomice,Bochnia,,Niepołomice,rk. Niepołomice|isr. Bochnia
237,831,Bochnia,Niepołomice,Podłęże,Podłęże,Niepołomice,Bochnia,,Niepołomice,rk. Niepołomice|isr. Bochnia
238,831,Bochnia,Niepołomice,Ştaniątki,Chrość,Niepołomice,Bochnia,,Brzezie,rk. Brzezie|isr. Bochnia
239,831,Bochnia,Niepołomice,Świątniki,Brzezie,Niepołomice,Bochnia,,Brzezie,rk. Brzezie|isr. Bochnia
240,831,Bochnia,Niepołomice,Szarów,-,Niepołomice,Bochnia,,Brzezie,rk. Brzezie|isr. Bochnia
241,831,Bochnia,Niepołomice,Szczytniki,-,Niepołomice,Bochnia,,Brzezie,rk. Brzezie|isr. Bochnia
242,831,Bochnia,Niepołomice,Targowisko,Targowisko,Bochnia (SD),Bochnia,,Chełm,rk. Chełm|isr. Bochnia
243,831,Bochnia,Niepołomice,Wiatowice,Niegowić,Niepołomice,Bochnia,,Niegowić,rk. Niegowić|isr. Bochnia
244,831,Bochnia,Niepołomice,Wola Batorska,Wola Batorska,Niepołomice,Bochnia,,Niepołomice,rk. Niepołomice|isr. Bochnia
245,832,Bochnia,Niepołomice,Wola Zabierzowska,(Chałupki (Gm. Wola Zabie-,,Bochnia,,Zabierzów,rk. Zabierzów|isr. Bochnia
246,832,Bochnia,Niepołomice,Zabierzów,rzowska),,Bochnia,,Zabierzów,rk. Zabierzów|isr. Bochnia
247,832,Bochnia,Niepołomice,Zborezyce,Zabierzów,,Bochnia,,Brzezie,rk. Brzezie|isr. Bochnia
248,832,Bochnia,Wiśnicz,Beldno,Beldno,,Wiśnicz Nowy,,Rzegocina,rk. Rzegocina|isr. Wiśnicz Nowy
249,832,Bochnia,Wiśnicz,Boczów,Boczów,,Wiśnicz Nowy,,Łapanów,rk. Łapanów|isr. Wiśnicz Nowy
250,832,Bochnia,Wiśnicz,Borowna,-,,Wiśnicz Nowy,," Chronów,Lipnica Murowana","rk. Chronów,Lipnica Murowana|isr. Wiśnicz Nowy"
251,832,Bochnia,Wiśnicz,Brzezowa,Łapanów,,Wiśnicz Nowy,,Łapanów,rk. Łapanów|isr. Wiśnicz Nowy
252,832,Bochnia,Wiśnicz,Bytomsko,Bytomsko,,Wiśnicz Nowy,,Rzegocina,rk. Rzegocina|isr. Wiśnicz Nowy
253,832,Bochnia,Wiśnicz,Chronów,Chronów,,Wiśnicz Nowy,,Chronów,rk. Chronów|isr. Wiśnicz Nowy
254,832,Bochnia,Wiśnicz,Cichawka,-,,Wiśniez Nowy,,Królówka,rk. Królówka|isr. Wiśniez Nowy
255,832,Bochnia,Wiśnicz,Dołuszyce,Dołuszyce,,Wiśnicz Nowy,,Wiśnicz Stary,rk. Wiśnicz Stary|isr. Wiśnicz Nowy
256,832,Bochnia,Wiśnicz,Grabie,Grabie,,Wiśnicz Nowy,,Łapanów,rk. Łapanów|isr. Wiśnicz Nowy
257,832,Bochnia,Wiśnicz,Kamionna,Kamionna,,Wiśnicz Nowy,,Trzciana,rk. Trzciana|isr. Wiśnicz Nowy
258,832,Bochnia,Wiśnicz,Kamyk,Sobołów,,Wiśnicz Nowy,,Sobołów,rk. Sobołów|isr. Wiśnicz Nowy
259,832,Bochnia,Wiśnicz,Kepanów,Grabie,,Wiśnicz Nowy,,Łapanów,rk. Łapanów|isr. Wiśnicz Nowy
260,832,Bochnia,Wiśnicz,Kierlikówka,Kierlikówka,,Wiśniez Nowy,,Rzegocina,rk. Rzegocina|isr. Wiśniez Nowy
261,832,Bochnia,Wiśnicz,Kobyle,Kobyle,,Wiśnicz Nowy,,Wiśnicz Stary,rk. Wiśnicz Stary|isr. Wiśnicz Nowy
262,832,Bochnia,Wiśnicz,Kobylee,Łapanów,,Wiśnicz Nowy,,Łapanów,rk. Łapanów|isr. Wiśnicz Nowy
263,832,Bochnia,Wiśnicz,Kopaliny,-,,Wiśnicz Nowy,,Wiśnicz Stary,rk. Wiśnicz Stary|isr. Wiśnicz Nowy
264,832,Bochnia,Wiśnicz,Królówka,(Królówka. Muchówka (Gm.,,Wiśnicz Nowy,,Królówka,rk. Królówka|isr. Wiśnicz Nowy
265,832,Bochnia,Wiśnicz,Kurów,Kurów,,Wiśnicz Nowy,,Wiśnicz Stary,rk. Wiśnicz Stary|isr. Wiśnicz Nowy
266,832,Bochnia,Wiśnicz,Lakta Dolna,Lakta Dolna,,Wiśnicz Nowy,,Rzegocina,rk. Rzegocina|isr. Wiśnicz Nowy
267,832,Bochnia,Wiśnicz,Łąkta Górna,Łąkta Górna,,Wiśniez Nowy,,Rzegocina,rk. Rzegocina|isr. Wiśniez Nowy
268,832,Bochnia,Wiśnicz,Lapanów,Łapanów,,Wiśnicz Nowy,,Łapanów,rk. Łapanów|isr. Wiśnicz Nowy
269,832,Bochnia,Wiśnicz,Leksandrowa,Leksandrowa,,Wiśnicz Nowy,,,rk.|isr. Wiśnicz Nowy
270,832,Bochnia,Wiśnicz,Leszczyna,Leszczyna,,Wiśnicz Nowy,,Trzciana,rk. Trzciana|isr. Wiśnicz Nowy
271,832,Bochnia,Wiśnicz,Lipnica Dolna,Lipnica Dolna,,Wiśnicz Nowy,,Lipnica Murowana,rk. Lipnica Murowana|isr. Wiśnicz Nowy
272,832,Bochnia,Wiśnicz,Lipnica Górna,Lipnica Górna,,Wiśnicz Nowy,,Lipnica Murowana,rk. Lipnica Murowana|isr. Wiśnicz Nowy
273,832,Bochnia,Wiśnicz,Lipnica Murowana,Lipnica Murowana,,Wiśnicz Nowy,,Lipnica Murowana,rk. Lipnica Murowana|isr. Wiśnicz Nowy
274,832,Bochnia,Wiśnicz,Lomna,Lomna,,Wiśnicz Nowy,,,rk.|isr. Wiśnicz Nowy
275,832,Bochnia,Wiśnicz,Lubomierz,-,,Wiśnicz Nowy,,Łapanów,rk. Łapanów|isr. Wiśnicz Nowy
276,832,Bochnia,Wiśnicz,Nieprześnia,Sobołów,,Wiśnicz Nowy,,Sobolów,rk. Sobolów|isr. Wiśnicz Nowy
277,832,Bochnia,Wiśnicz,Nieszkowice Wielkie,Nieszkowice Wielkie,,Wiśniez Nowy,,Pogwizdów,rk. Pogwizdów|isr. Wiśniez Nowy
278,832,Bochnia,Wiśnicz,Olchawa,Olehawa,,Wiśnicz Nowy,,,rk.|isr. Wiśnicz Nowy
279,832,Bochnia,Wiśnicz,Pogwizdów,Pogwizdów,,Wiśnicz Nowy,,Pogwizdów,rk. Pogwizdów|isr. Wiśnicz Nowy
280,832,Bochnia,Wiśnicz,Połom Duży,-,,Wiśnicz Nowy,,"isr. Wiśnicz Nowy,( Wiśnicz Nowy,Wiśnicz Stary,","isr. Wiśnicz Nowy,(rk. Wiśnicz Nowy,Wiśnicz Stary,"
281,832,Bochnia,Wiśnicz,Rajbrot,Rajbrot,,Wiśnicz Nowy,,Rajbrot,rk. Rajbrot|isr. Wiśnicz Nowy
282,832,Bochnia,Wiśnicz,Rdzawa,Rdzawa,,Wiśnicz Nowy,,Trzciana,rk. Trzciana|isr. Wiśnicz Nowy
283,832,Bochnia,Wiśnicz,Rozdziele,(Rozdziele Górne (Gm. Ro-,,Wiśniez Nowy,,Rzegocina,rk. Rzegocina|isr. Wiśniez Nowy
284,832,Bochnia,Wiśnicz,Rzegocina,Rzegocina,,Wiśnicz Nowy,,Rzegocina,rk. Rzegocina|isr. Wiśnicz Nowy
285,832,Bochnia,Wiśnicz,Sobołów,Sobołów,,Wiśnicz Nowy,,Sobolów,rk. Sobolów|isr. Wiśnicz Nowy
286,832,Bochnia,Wiśnicz,Tarnawa,Tarnawa,,Wiśniez Nowy,,Tarnawa,rk. Tarnawa|isr. Wiśniez Nowy
287,832,Bochnia,Wiśnicz,Trzciana,Trzciana,,,," Trzeiana,Wiśnicz Nowy","rk. Trzeiana,Wiśnicz Nowy"
288,832,Bochnia,Wiśnicz,Ubrzeż,Łapanów,,,," Łapanów,Wiśniez Nowy","rk. Łapanów,Wiśniez Nowy"
289,832,Bochnia,Wiśnicz,Ujazd,Kierlikówka,,Wiśnicz Nowy,,Rzegocina,rk. Rzegocina|isr. Wiśnicz Nowy
290,832,Bochnia,Wiśnicz,Wieruszyce,-,,Wiśnicz Nowy,,Łapanów,rk. Łapanów|isr. Wiśnicz Nowy
291,832,Bochnia,Wiśnicz,Wiśnicz Mały,Wiśnicz Mały,,Wiśniez Nowy,,Wiśnicz Stary,rk. Wiśnicz Stary|isr. Wiśniez Nowy
292,832,Bochnia,Wiśnicz,Wiśnicz Nowy,Wiśnicz Nowy,,Wiśnicz Nowy,,,rk.|isr. Wiśnicz Nowy
293,832,Bochnia,Wiśnicz,Wiśnicz Stary,Wiśnicz Stary,,Wiśnicz Nowy,,Wiśnicz Stary,rk. Wiśnicz Stary|isr. Wiśnicz Nowy
294,832,Bochnia,Wiśnicz,Wola Nieszkowska,Nieszkowice Wielkie,,Wiśnicz Nowy,,Pogwizdów,rk. Pogwizdów|isr. Wiśnicz Nowy
295,832,Bochnia,Wiśnicz,Wola Wieruszycka,-,,Wiśnicz Nowy,,Łapanów,rk. Łapanów|isr. Wiśnicz Nowy
296,832,Bochnia,Wiśnicz,Wolica,Łapanów,,Wiśnicz Nowy,,Łapanów,rk. Łapanów|isr. Wiśnicz Nowy
297,832,Bochnia,Wiśnicz,Zawada,Nieszkowice Wielkie,,Wiśnicz Nowy,,Pogwizdów,rk. Pogwizdów|isr. Wiśnicz Nowy
298,832,Bochnia,Wiśnicz,Zbydniów,Zbydniów,,Wiśniez Nowy,,Tarnawa,rk. Tarnawa|isr. Wiśniez Nowy
299,833,Bohorodczany,Bohorodezany,Bohorodezany,Bohorodczany: 2,,Bohorodezany,,,rk.|grk.|isr. Bohorodezany
300,833,Bohorodczany,Bohorodezany,Bohorodezany Stare,Bohorodczany Stare,,Bohorodezany,Bohorodezany Stare,,rk.|isr. Bohorodezany|grk. Bohorodezany Stare
301,833,Bohorodczany,Bohorodezany,Chmielówka,Chmielówka,,Sołotwina,Głębokie,,rk.|isr. Sołotwina|grk. Głębokie
302,833,Bohorodczany,Bohorodezany,Głębokie,Głębokie,,Sołotwina,Głębokie,,rk.|isr. Sołotwina|grk. Głębokie
303,833,Bohorodczany,Bohorodezany,Grabowiec,Grabowiec,,Bohorodezany,Grabowiec,,rk.|isr. Bohorodezany|grk. Grabowiec
304,833,Bohorodczany,Bohorodezany,Hlebówka,Hlebówka,,Sołotwina,Sadzawa,,rk.|isr. Sołotwina|grk. Sadzawa
305,833,Bohorodczany,Bohorodezany,Horocholina,Horocholina: 2,,Bohorodezany,Harocholina,,rk.|isr. Bohorodezany|grk. Harocholina
306,833,Bohorodczany,Bohorodezany,Hryniówką,,,Bohorodezany,Lesiówka,,rk.|isr. Bohorodezany|grk. Lesiówka
307,833,Bohorodczany,Bohorodezany,Iwanikówka,Iwanikówka,,Łysiec,Iwanikówka,,rk.|isr. Łysiec|grk. Iwanikówka
308,833,Bohorodczany,Bohorodezany,Lachowce,Lachowce,,Bohorodezany,Lachowce,,rk.|isr. Bohorodezany|grk. Lachowce
309,833,Bohorodczany,Bohorodezany,Łesiówka,Łesiówka,,Bohorodezany,Łesiówka,,rk.|isr. Bohorodezany|grk. Łesiówka
310,833,Bohorodczany,Bohorodezany,Lysiec,Lysiec,,Lysiec,,,rk.|grk.|isr. Lysiec
311,833,Bohorodczany,Bohorodezany,Lysiec Stary,Lysiec Stary,,Łysiec,Lysiec Stary,,rk.|isr. Łysiec|grk. Lysiec Stary
312,833,Bohorodczany,Bohorodezany,Niewoczyn,,,Bohorodezany,Niewoczyn,,rk.|isr. Bohorodezany|grk. Niewoczyn
313,833,Bohorodczany,Bohorodezany,Pochówka,Pochówka,,Bohorodezany,Pochówka,,rk.|isr. Bohorodezany|grk. Pochówka
314,833,Bohorodczany,Bohorodezany,Posiecz,,,Łysiec,Posiecz,,rk.|isr. Łysiec|grk. Posiecz
315,833,Bohorodczany,Bohorodezany,Sadzawa,Sadzawa,,Bohorodezany,Sadzawa,,rk.|isr. Bohorodezany|grk. Sadzawa
316,833,Bohorodczany,Bohorodezany,Stebnik,Stebnik,,Łysiec,,,rk.|grk.|isr. Łysiec
317,833,Bohorodczany,Sołotwina,Babeze,Babeze,,Sołotwina,Babeze,,rk.|isr. Sołotwina|grk. Babeze
318,833,Bohorodczany,Sołotwina,Bitków,Bitków,,Sołotwina,Bitków,,rk.|isr. Sołotwina|grk. Bitków
319,833,Bohorodczany,Sołotwina,Bogrówka,,,Sołotwina,Jabłonka,,rk.|isr. Sołotwina|grk. Jabłonka
320,833,Bohorodczany,Sołotwina,Dźwiniacz,Dźwiniacz,,Sołotwina,Kosmacz,,rk.|isr. Sołotwina|grk. Kosmacz
321,833,Bohorodczany,Sołotwina,Jabłonka,Jabłonka,,Sołotwina,Jabłonka,,rk.|isr. Sołotwina|grk. Jabłonka
322,833,Bohorodczany,Sołotwina,Kosmacz,,,Sołotwina,Kosmacz,,rk.|isr. Sołotwina|grk. Kosmacz
323,833,Bohorodczany,Sołotwina,Kryczka,Kryczka,,Sołotwina,Kryczka,,rk.|isr. Sołotwina|grk. Kryczka
324,833,Bohorodczany,Sołotwina,Krzywiec,,,Sołotwina,Rakowiec,,rk.|isr. Sołotwina|grk. Rakowiec
325,833,Bohorodczany,Sołotwina,Manasterczany,Manasterczany,,Sołotwina,Manasterczany,,rk.|isr. Sołotwina|grk. Manasterczany
326,833,Bohorodczany,Sołotwina,Maniawa,Maniawa,,Sołotwina,Maniawa,,rk.|isr. Sołotwina|grk. Maniawa
327,833,Bohorodczany,Sołotwina,Mrkowa,Mrkowa,,Sołotwina,Babeze,,rk.|isr. Sołotwina|grk. Babeze
328,833,Bohorodczany,Sołotwina,Mołotków,Mołotków,,Sołotwina,Mołotków,,rk.|isr. Sołotwina|grk. Mołotków
329,833,Bohorodczany,Sołotwina,Porohy,Porohy,,Sołotwina,Porohy,,rk.|isr. Sołotwina|grk. Porohy
330,833,Bohorodczany,Sołotwina,Rakowiec,Rakowiee,,Sołotwina,Rakowiec,,rk.|isr. Sołotwina|grk. Rakowiec
331,833,Bohorodczany,Sołotwina,Rosulna,Rosulna,,Sołotwina,Rosulna,,rk.|isr. Sołotwina|grk. Rosulna
332,833,Bohorodczany,Sołotwina,Sołotwina,Sołotwina: 2,,Sołotwina,,,rk.|grk.|isr. Sołotwina
333,833,Bohorodczany,Sołotwina,Starunia,Starunia,,Sołotwina,Starunia,,rk.|isr. Sołotwina|grk. Starunia
334,833,Bohorodczany,Sołotwina,Zarzecze,,,Sołotwina,,,rk.|grk.|isr. Sołotwina
335,833,Bohorodczany,Sołotwina,Žuraki,Žuraki,,Sołotwina,Żuraki,,rk.|isr. Sołotwina|grk. Żuraki
336,833,Borszczów,Borszczów,Bereżanka,Bereżanka,,Skała,Iwanków,,rk.|isr. Skała|grk. Iwanków
337,833,Borszczów,Borszczów,Bileze,Bilcze,,Korolówka,Bilcze Dobrokut,Głęboczek,"rk. Głęboczek|grk. Bilcze,Dobrokut (Gm. Bileze)|isr. Korolówka"
338,833,Borszczów,Borszczów,Borszezów,Borszczów,Borszczów (SG),Borszczów,,,rk.|grk.|isr. Borszczów
339,833,Borszczów,Borszczów,Burdiakowce,Burdiakowce,,Skała,Burdiakowce,,rk.|isr. Skała|grk. Burdiakowce
340,833,Borszczów,Borszczów,Chudyjowce,Chudyjowce,,Korolówka,Chudyjowce Szyszkowce,Krzyweze Górne Miasto (Gm. Krzywcze Górne),"rk. Krzyweze Górne Miasto (Gm. Krzywcze Górne)|grk. Chudyjowce,Szyszkowce|isr. Korolówka"
341,833,Borszczów,Borszczów,Cygany,Cygany,,Skała,Cygany,,rk.|isr. Skała|grk. Cygany
342,833,Borszczów,Borszczów,Dębówka,,,Skała,Bosyry,,rk.|isr. Skała|grk. Bosyry (BH: Husiatyn)
343,833,Borszczów,Borszczów,Głęboczek,Głęboczek,,Borszczów,Głęboczek,,rk.|grk. Głęboczek|isr. Borszczów
344,833,Borszczów,Borszczów,Gusztyn,Gusztyn,,Skała,Burdiakowce,,rk.|isr. Skała|grk. Burdiakowce
345,833,Borszczów,Borszczów,Iwanków,Iwanków,,Skała,Iwanków,,rk.|isr. Skała|grk. Iwanków
346,833,Borszczów,Borszczów,Jezierzanka,,,Skała,Iwanków,,rk.|isr. Skała|grk. Iwanków
347,833,Borszczów,Borszczów,Jezierzany,Jezierzany,,Borszczów,Jezierzany,,rk.|grk. Jezierzany|isr. Borszczów
348,833,Borszczów,Borszczów,Juryampol,Juryampol,,Korolówka,,Borszezów,rk. Borszezów|grk.|isr. Korolówka
349,834,Borszczów,Borszczów,Kapuścińce,Kapuścińce,,Borszczów,Kapuścińce,Jezierzany,rk. Jezierzany|grk. Kapuścińce|isr. Borszczów
350,834,Borszczów,Borszczów,Konstancya,Konstancya,,Borszczów,Jezierzany,,rk.|grk. Jezierzany|isr. Borszczów
351,834,Borszczów,Borszczów,Korolówka,Korolówka: 2,,Korolówka,,Borszczów,rk. Borszczów|grk.|isr. Korolówka
352,834,Borszczów,Borszczów,Kozaczyzna,Lanowce,,Borszczów,Łanowce,,rk.|isr. Borszczów|grk. Łanowce
353,834,Borszczów,Borszczów,Lanowce,Lanowce,,Borszczów,Łanowce,,rk.|isr. Borszczów|grk. Łanowce
354,834,Borszczów,Borszczów,Losiacz,Losiacz,,Skała,Łosiacz,,rk.|isr. Skała|grk. Łosiacz
355,834,Borszczów,Borszczów,Monastyrek,,,Korolówka,Bilcze,Głęboczek,rk. Głęboczek|grk. Bilcze|isr. Korolówka
356,834,Borszczów,Borszczów,,,,Korolówka,Myszków,Tłuste Miasto (BH: Zaleszczyki),rk. Tłuste Miasto (BH: Zaleszczyki)|grk. Myszków (BH: Zaleszczyki)|isr. Korolówka
357,834,Borszczów,Borszczów,Muszkarów,Muszkarów,,Borszezów,,,rk.|grk.|isr. Borszezów
358,834,Borszczów,Borszczów,,,,Borszczów,Oleksińce,Tłuste Miasto (BH: Zaleszczyki),rk. Tłuste Miasto (BH: Zaleszczyki)|grk. Oleksińce|isr. Borszczów
359,834,Borszczów,Borszczów,Muszkatówka,Muszkatówka,,Borszczów,Piłatkowce,Jezierzany,rk. Jezierzany|grk. Piłatkowce|isr. Borszczów
360,834,Borszczów,Borszczów,Oleksińce,Oleksińce,,Borszczów,Strzałkowce,,rk.|isr. Borszczów|grk. Strzałkowce
361,834,Borszczów,Borszczów,Piłatkowce,Piłatkowee,,Skała,Turyleze,,rk.|isr. Skała|grk. Turyleze
362,834,Borszczów,Borszczów,Piszczatyńce,Piszczatyńce,,Skała,,,rk.|grk.|isr. Skała
363,834,Borszczów,Borszczów,Podfilipie,Podfilipie,,Korolówka,Skowiatyn,Krzywcze Górne Miasto (Gm. Krzyweze Górne),rk. Krzywcze Górne Miasto (Gm. Krzyweze Górne)|grk. Skowiatyn|isr. Korolówka
364,834,Borszczów,Borszczów,Skała,Skała,,Borszczów,,,rk.|grk.|isr. Borszczów
365,834,Borszczów,Borszczów,Skowiatyn,Skowiatyn,,Skała,Turyleze,,rk.|isr. Skała|grk. Turyleze
366,834,Borszczów,Borszczów,Słobódka Muszkatowiecka,Muszkatówka,,Borszczów,Strzałkowce,,rk.|isr. Borszczów|grk. Strzałkowce
367,834,Borszczów,Borszczów,Słobódka Turylecka,Turyleze,,Borszczów,Oleksińce,Tłuste Miasto (BH: Zaleszczyki),rk. Tłuste Miasto (BH: Zaleszczyki)|grk. Oleksińce|isr. Borszczów
368,834,Borszczów,Borszczów,Strzałkowee,Strzałkowce,,Korolówka,Szuprka,Krzyweze Górne Miasto (Gm. Krzyweze Górne),rk. Krzyweze Górne Miasto (Gm. Krzyweze Górne)|grk. Szuprka|isr. Korolówka
369,834,Borszczów,Borszczów,Szerszeniowee,Szerszeniowee,,Korolówka,Chudyjowee,Krzywcze Górne Miasto (Gm. Krzyweze Górne),rk. Krzywcze Górne Miasto (Gm. Krzyweze Górne)|grk. Chudyjowee|isr. Korolówka
370,834,Borszczów,Borszczów,Szuprka,Szuprka,,Borszczów,Piłatkowce,Jezierzany,rk. Jezierzany|grk. Piłatkowce|isr. Borszczów
371,834,Borszczów,Borszczów,Szyszkowce,Szyszkowce,,Skała,Turylcze,,rk.|isr. Skała|grk. Turylcze
372,834,Borszczów,Borszczów,Tarnawka,Tarnawka,,Skała,Turyleze,,rk.|isr. Skała|grk. Turyleze
373,834,Borszczów,Borszczów,Trójca,Turylcze,,Skała,Turyleze,,rk.|isr. Skała|grk. Turyleze
374,834,Borszczów,Borszczów,Turylcze,Wierzbówka,,Borszczów,Wysuczka,,rk.|isr. Borszczów|grk. Wysuczka
375,834,Borszczów,Borszczów,Wierzbówka,Wierzchniakowce,,Borszczów Wołkowce,,,"rk.|grk.|isr. Borszczów,Wołkowce"
376,834,Borszczów,Borszczów,Wierzchniakowce,Wolkowee ad Borszczów,,Borszczów,Wysuczka,,rk.|isr. Borszczów|grk. Wysuczka
