country,province,name,index,initial_jewish_settlement,formal_community_foundation,year,jewish_population,total_population
RUM,Bukovina,VAMA,5671,19LX,,1930,392,
RUM,Bukovina,VASILAU,5672,19LX,,1930,231,
RUM,Bukovina,VATRA-DORNEI,5673,16XX,,1930,1737,
RUM,Bukovina,VATRA-MOLDOVITEI,5674,18MX,,1930,136,
RUM,Bukovina,VICOVUL DE SUS,5675,1782,,1782,42,
RUM,Bukovina,VICOVUL DE SUS,5675,1782,,1930,334,
RUM,Bukovina,VIJNICIOARA,5676,1880,,1880,339,
RUM,Bukovina,VIJNICIOARA,5676,1880,,1930,227,
RUM,Bukovina,VIJNITA,5677,18LX,,1890,4247,
RUM,Bukovina,VIJNITA,5677,18LX,,1930,2666,
RUM,Bukovina,ZAMOSTEA,5678,18LX,,1930,129,
RUM,Bukovina,ZASTAVNA,5679,18LX,1891,1930,629,
GER,Brunswick,BRAUNSCHWEIG,5680,1320,17XX,1786,206,
GER,Brunswick,BRAUNSCHWEIG,5680,1320,17XX,1812,379,
GER,Brunswick,BRAUNSCHWEIG,5680,1320,17XX,1890,710,
GER,Brunswick,BRAUNSCHWEIG,5680,1320,17XX,1927,1100,
GER,Brunswick,BRAUNSCHWEIG,5680,1320,17XX,1933,980,
GER,Brunswick,GANDERSHEIM,5681,1785,1785,1880,44,
GER,Brunswick,GANDERSHEIM,5681,1785,1785,1909,20,
GER,Brunswick,GANDERSHEIM,5681,1785,1785,1931,10,
GER,Brunswick,HEHLEN,5682,1766,1766,1829,53,
GER,Brunswick,HELMSTEDT,5683,18XX,1810,1831,34,
GER,Brunswick,HELMSTEDT,5683,18XX,1810,1895,26,
GER,Brunswick,HOLZMINDEN,5684,1600,1690,1793,55,
GER,Brunswick,HOLZMINDEN,5684,1600,1690,1890,130,
GER,Brunswick,HOLZMINDEN,5684,1600,1690,1933,85,
GER,Brunswick,NORTHEIM,5685,1810,1810,1867,26,
GER,Brunswick,NORTHEIM,5685,1810,1810,1895,64,
GER,Brunswick,NORTHEIM,5685,1810,1810,1910,117,
GER,Brunswick,NORTHEIM,5685,1810,1810,1933,113,
GER,Brunswick,SCHOENINGEN,5686,1797,1797,1880,35,
GER,Brunswick,SCHOENINGEN,5686,1797,1797,1920,55,
GER,Brunswick,SCHOENINGEN,5686,1797,1797,1933,30,
GER,Brunswick,SEESEN,5687,1456,1801,1805,46,
GER,Brunswick,SEESEN,5687,1456,1801,1806,100,
GER,Brunswick,SEESEN,5687,1456,1801,1819,54,
GER,Brunswick,SEESEN,5687,1456,1801,1871,178,
GER,Brunswick,SEESEN,5687,1456,1801,1895,209,
GER,Brunswick,SEESEN,5687,1456,1801,1933,30,
GER,Brunswick,WOLFENBUETTEL,5688,1697,1781,1831,62,
GER,Brunswick,WOLFENBUETTEL,5688,1697,1781,1898,265,
GER,Brunswick,WOLFENBUETTEL,5688,1697,1781,1933,112,
GER,Brunswick,WOLFHAGEN,5689,16XX,17XX,1861,258,
GER,Braunschweig,STADTOLDENDORF,5690,18XX,1810,1871,53,
GER,Braunschweig,STADTOLDENDORF,5690,18XX,1810,1895,83,
GER,Braunschweig,STADTOLDENDORF,5690,18XX,1810,1910,50,
GER,Braunschweig,STADTOLDENDORF,5690,18XX,1810,1925,50,
GER,Braunschweig,STADTOLDENDORF,5690,18XX,1810,1933,47,
GER,Braunschweig,STADTOLDENDORF,5690,18XX,1810,1939,42,
GER,Brandenburg,LANDSBERG AN DER WARTHE,5691,1655,1690,1817,304,
GER,Brandenburg,LANDSBERG AN DER WARTHE,5691,1655,1690,1871,730,
GER,Brandenburg,LANDSBERG AN DER WARTHE,5691,1655,1690,1910,449,
GER,Brandenburg,LANDSBERG AN DER WARTHE,5691,1655,1690,1933,435,
GER,Brandenburg,LANDSBERG AN DER WARTHE,5691,1655,1690,1934,285,
GER,Brandenburg,LANDSBERG AN DER WARTHE,5691,1655,1690,1939,95,
GER,Brandenburg,LANDSBERG AN DER WARTHE,5691,1655,1690,1944,4,
GER,Brandenburg,SCHWEDT AN DER ODER,5692,1671,1789,1812,95,
GER,Brandenburg,SCHWEDT AN DER ODER,5692,1671,1789,1880,235,
GER,Brandenburg,SCHWEDT AN DER ODER,5692,1671,1789,1933,111,
GER,Brandenburg,SCHWEDT AN DER ODER,5692,1671,1789,1939,27,
GER,Brandenburg,KOENIGSBERG IN DER NEUMARK,5693,1690,,1880,158,
GER,Brandenburg,KOENIGSBERG IN DER NEUMARK,5693,1690,,1933,31,
GER,Brandenburg,ARNSWALDE,5694,16XX,,1880,208,
GER,Brandenburg,ARNSWALDE,5694,16XX,,1933,118,
GER,Brandenburg,ARNSWALDE,5694,16XX,,1939,40,
GER,Brandenburg,BERLINCHEN,5695,1860,,1880,130,
GER,Brandenburg,BERLINCHEN,5695,1860,,1933,26,
GER,Brandenburg,BERNSTEIN,5696,1801,,1801,37,
GER,Brandenburg,BERNSTEIN,5696,1801,,1871,70,
GER,Brandenburg,BERNSTEIN,5696,1801,,1932,20,
GER,Brandenburg,CROSSEN,5697,1851,,1880,176,
GER,Brandenburg,CROSSEN,5697,1851,,1933,67,
GER,Brandenburg,CROSSEN,5697,1851,,1939,24,
GER,Brandenburg,DRIESEN,5698,1849,,1849,96,
GER,Brandenburg,DRIESEN,5698,1849,,1871,171,
GER,Brandenburg,DRIESEN,5698,1849,,1933,85,
GER,Brandenburg,DROSSEN,5699,1690,18XX,1855,84,
GER,Brandenburg,DROSSEN,5699,1690,18XX,1933,28,
GER,Brandenburg,FRIEDEBERG,5700,13XX,,1880,262,
GER,Brandenburg,FRIEDEBERG,5700,13XX,,1933,55,
GER,Brandenburg,FRIEDEBERG,5700,13XX,,1937,26,
GER,Brandenburg,KUESTRIN,5701,1815,,1849,105,
GER,Brandenburg,KUESTRIN,5701,1815,,1880,222,
GER,Brandenburg,KUESTRIN,5701,1815,,1895,132,
GER,Brandenburg,KUESTRIN,5701,1815,,1933,96,
GER,Brandenburg,KUESTRIN,5701,1815,,1939,24,
GER,Brandenburg,LIPPEHNE,5702,,,1933,46,
GER,Brandenburg,SCHERMEISEL,5703,,,1840,231,
GER,Brandenburg,SCHERMEISEL,5703,,,1858,180,
GER,Brandenburg,SCHERMEISEL,5703,,,1910,24,
GER,Brandenburg,SCHERMEISEL,5703,,,1933,27,
GER,Brandenburg,SCHERMEISEL,5703,,,1942,1,
GER,Brandenburg,SCHWIEBUS,5704,,,1849,10,
GER,Brandenburg,SCHWIEBUS,5704,,,1895,80,
GER,Brandenburg,SCHWIEBUS,5704,,,1933,90,
GER,Brandenburg,SCHWIEBUS,5704,,,1939,15,
GER,Brandenburg,SCHWIEBUS,5704,,,1942,1,
GER,Brandenburg,SOLDIN,5705,15MX,17LX,1840,117,
GER,Brandenburg,SOLDIN,5705,15MX,17LX,1933,36,
GER,Brandenburg,SOLDIN,5705,15MX,17LX,1944,1,
GER,Brandenburg,SORAU,5706,17XX,18XX,1849,50,
GER,Brandenburg,SORAU,5706,17XX,18XX,1880,154,
GER,Brandenburg,SORAU,5706,17XX,18XX,1933,90,
GER,Brandenburg,SORAU,5706,17XX,18XX,1939,72,
GER,Brandenburg,SORAU,5706,17XX,18XX,1944,7,
GER,Brandenburg,WOLDENBERG,5707,18XX,18XX,1801,47,
GER,Brandenburg,WOLDENBERG,5707,18XX,18XX,1880,174,
GER,Brandenburg,WOLDENBERG,5707,18XX,18XX,1910,65,
GER,Brandenburg,WOLDENBERG,5707,18XX,18XX,1933,51,
GER,Brandenburg,ZIELENZIG,5708,18XX,18XX,1801,24,
GER,Brandenburg,ZIELENZIG,5708,18XX,18XX,1880,147,
GER,Brandenburg,ZIELENZIG,5708,18XX,18XX,1933,82,
GER,Brandenburg,ZUELLICHAU,5709,18XX,,1849,82,
GER,Brandenburg,ZUELLICHAU,5709,18XX,,1871,169,
GER,Brandenburg,ZUELLICHAU,5709,18XX,,1900,74,
GER,Brandenburg,ZUELLICHAU,5709,18XX,,1933,38,
GER,Brandenburg,ALTLANDSBERG,5710,17XX,,1880,475,
GER,Brandenburg,ALTLANDSBERG,5710,17XX,,1933,15,
GER,Brandenburg,ALTLANDSBERG,5710,17XX,,1938,140,
GER,Brandenburg,ANGERMUENDE,5711,1681,,1880,135,
GER,Brandenburg,ANGERMUENDE,5711,1681,,1933,60,
GER,Brandenburg,BEELITZ,5712,1710,,1910,92,
GER,Brandenburg,BEELITZ,5712,1710,,1933,79,
GER,Brandenburg,BRANDENBURG AN  DER HAVEL,5713,1671,1322,1925,483,
GER,Brandenburg,BRANDENBURG AN  DER HAVEL,5713,1671,1322,1933,350,
GER,Brandenburg,COTTBUS,5714,1740,185X,1880,354,
GER,Brandenburg,COTTBUS,5714,1740,185X,1910,396,
GER,Brandenburg,COTTBUS,5714,1740,185X,1933,450,
GER,Brandenburg,EBERSWALDE,5715,1696,14XX,1899,200,
GER,Brandenburg,EBERSWALDE,5715,1696,14XX,1933,192,
GER,Brandenburg,FORST,5716,1821,16EX,1880,56,
GER,Brandenburg,FORST,5716,1821,16EX,1905,148,
GER,Brandenburg,FORST,5716,1821,16EX,1933,200,
GER,Brandenburg,FORST,5716,1821,16EX,1939,50,
GER,Brandenburg,FRANKFURT AN  DER ODER,5717,1671,13XX,1688,43,
GER,Brandenburg,FRANKFURT AN  DER ODER,5717,1671,13XX,1786,623,
GER,Brandenburg,FRANKFURT AN  DER ODER,5717,1671,13XX,1800,300,
GER,Brandenburg,FRANKFURT AN  DER ODER,5717,1671,13XX,1880,890,
GER,Brandenburg,FRANKFURT AN  DER ODER,5717,1671,13XX,1932,669,
GER,Brandenburg,FRANKFURT AN  DER ODER,5717,1671,13XX,1933,586,
GER,Brandenburg,FRANKFURT AN  DER ODER,5717,1671,13XX,1939,184,
GER,Brandenburg,FRANKFURT AN  DER ODER,5717,1671,13XX,1958,200,
GER,Brandenburg,FUERSTENWALDE,5718,1743,1379,1743,4,
GER,Brandenburg,FUERSTENWALDE,5718,1743,1379,1850,27,
GER,Brandenburg,FUERSTENWALDE,5718,1743,1379,1880,145,
GER,Brandenburg,FUERSTENWALDE,5718,1743,1379,1933,150,
GER,Brandenburg,FUERSTENWALDE,5718,1743,1379,1939,37,
GER,Brandenburg,GUBEN,5719,1650,1849,1834,31,
GER,Brandenburg,GUBEN,5719,1650,1849,1933,200,
GER,Brandenburg,GUBEN,5719,1650,1849,1939,60,
GER,Brandenburg,LUCKENWALDE,5720,1763,1869,1812,3,
GER,Brandenburg,LUCKENWALDE,5720,1763,1869,1869,74,
GER,Brandenburg,LUCKENWALDE,5720,1763,1869,1907,155,
GER,Brandenburg,LUCKENWALDE,5720,1763,1869,1933,140,
GER,Brandenburg,LUCKENWALDE,5720,1763,1869,1939,35,
GER,Brandenburg,LUEBBEN,5721,1761,1857,1910,63,
GER,Brandenburg,LUEBBEN,5721,1761,1857,1933,26,
GER,Brandenburg,MUENCHEBERG,5722,1674,1756,1743,3,
GER,Brandenburg,MUENCHEBERG,5722,1674,1756,1880,55,
GER,Brandenburg,MUENCHEBERG,5722,1674,1756,1933,34,
GER,Brandenburg,MUENCHEBERG,5722,1674,1756,1861,48,
GER,Brandenburg,NAUEN,5723,16XX,1800,1813,53,
GER,Brandenburg,NAUEN,5723,16XX,1800,1880,70,
GER,Brandenburg,NAUEN,5723,16XX,1800,1933,34,
GER,Brandenburg,NEURUPPIN,5724,1571,1790,1790,40,
GER,Brandenburg,NEURUPPIN,5724,1571,1790,1880,146,
GER,Brandenburg,NEURUPPIN,5724,1571,1790,1933,96,
GER,Brandenburg,NEURUPPIN,5724,1571,1790,1939,76,
GER,Brandenburg,NEURUPPIN,5724,1571,1790,1942,3,
GER,Brandenburg,POTSDAM,5725,1691,18XX,1895,477,
GER,Brandenburg,POTSDAM,5725,1691,18XX,1933,365,
GER,Brandenburg,POTSDAM,5725,1691,18XX,1939,255,
GER,Brandenburg,PRENZLAU,5726,167X,1670s,1890,423,
GER,Brandenburg,PRENZLAU,5726,167X,1670s,1933,174,
GER,Brandenburg,PRENZLAU,5726,167X,1670s,1940,40,
GER,Brandenburg,RATHENOW,5727,1700,1700,1880,68,
GER,Brandenburg,RATHENOW,5727,1700,1700,1925,112,
GER,Brandenburg,RATHENOW,5727,1700,1700,1933,100,
GER,Brandenburg,RATHENOW,5727,1700,1700,1941,29,
GER,Brandenburg,SPANDAU,5728,1692,1894,1801,43,
GER,Brandenburg,SPANDAU,5728,1692,1894,1858,78,
GER,Brandenburg,SPANDAU,5728,1692,1894,1910,316,
GER,Brandenburg,SPANDAU,5728,1692,1894,1929,680,
GER,Brandenburg,SPANDAU,5728,1692,1894,1933,725,
GER,Brandenburg,SPANDAU,5728,1692,1894,1937,381,
GER,Brandenburg,SPANDAU,5728,1692,1894,1939,205,
GER,Brandenburg,STRAUSBERG,5729,1720,,1812,62,
GER,Brandenburg,STRAUSBERG,5729,1720,,1880,55,
GER,Brandenburg,STRAUSBERG,5729,1720,,1933,69,
GER,Brandenburg,STRAUSBERG,5729,1720,,1939,38,
GER,Brandenburg,WITTENBERGE,5730,18XX,1923,1880,30,
GER,Brandenburg,WITTENBERGE,5730,18XX,1923,1925,56,
GER,Brandenburg,WRIEZEN,5731,1677,,1750,6,
GER,Brandenburg,WRIEZEN,5731,1677,,1848,117,
GER,Brandenburg,WRIEZEN,5731,1677,,1933,127,
GER,Brandenburg,ZEHDENICK,5732,1680,,1801,5,
GER,Brandenburg,ZEHDENICK,5732,1680,,1850,115,
GER,Brandenburg,ZEHDENICK,5732,1680,,1880,82,
GER,Brandenburg,ZEHDENICK,5732,1680,,1933,27,
GER,Brandenburg,ZEHDENICK,5732,1680,,1939,5,
GER,Brandenburg,FREIENWALDE AN  DER ODER BAD,5733,1674,,1812,25,
GER,Brandenburg,FREIENWALDE AN  DER ODER BAD,5733,1674,,1880,82,
GER,Brandenburg,FREIENWALDE AN  DER ODER BAD,5733,1674,,1933,10,
GER,Brandenburg,FREIENWALDE AN  DER ODER BAD,5733,1674,,1939,11,
FRA,Bouches-du-Rhone,MARSEILLE,5734,0574,1760,1200,300,
FRA,Bouches-du-Rhone,MARSEILLE,5734,0574,1760,1804,300,
FRA,Bouches-du-Rhone,MARSEILLE,5734,0574,1760,1821,1000,
FRA,Bouches-du-Rhone,MARSEILLE,5734,0574,1760,1864,2500,
FRA,Bouches-du-Rhone,MARSEILLE,5734,0574,1760,1872,2662,
FRA,Bouches-du-Rhone,MARSEILLE,5734,0574,1760,1914,12000,
FRA,Bouches-du-Rhone,MARSEILLE,5734,0574,1760,1940,15000,
FRA,Bouches-du-Rhone,MARSEILLE,5734,0574,1760,1964,60000,
YUG,Bosnia-Hercegovina,SANSKI MOST,5735,,,1931,63,
YUG,Bosnia-Hercegovina,SANSKI MOST,5735,,,1940,94,
YUG,Bosnia-Hercegovina,BIJELJINA,5736,18XX,,1931,328,
YUG,Bosnia-Hercegovina,DERVENTA,5737,19XX,,1931,150,
YUG,Bosnia-Hercegovina,BANJA LUKA,5738,17EX,,1921,484,
YUG,Bosnia-Hercegovina,BANJA LUKA,5738,17EX,,1940,383,
YUG,Bosnia-Hercegovina,BIHAC,5739,,,1940,156,
YUG,Bosnia-Hercegovina,BRCKO,5740,18XX,,1931,126,
YUG,Bosnia-Hercegovina,BUGOJNO,5741,18LX,,1931,46,
YUG,Bosnia-Hercegovina,DOBOJ,5742,18LX,,1931,108,
YUG,Bosnia-Hercegovina,MOSTAR,5743,18XX,18XX,1940,142,
YUG,Bosnia-Hercegovina,PRIJEDOR,5744,18LX,,1940,43,
YUG,Bosnia-Hercegovina,ROGATICA,5745,,,1931,47,
YUG,Bosnia-Hercegovina,TRAVNIK,5746,17MX,17MX,1910,472,
YUG,Bosnia-Hercegovina,TRAVNIK,5746,17MX,17MX,1921,383,
YUG,Bosnia-Hercegovina,TRAVNIK,5746,17MX,17MX,1940,261,
YUG,Bosnia-Hercegovina,VISEGRAD,5747,1879,,1879,37,
YUG,Bosnia-Hercegovina,VISEGRAD,5747,1879,,1940,110,
YUG,Bosnia-Hercegovina,VISOKO,5748,17LX,,1931,113,
YUG,Bosnia-Hercegovina,VLASENICA,5749,18XX,,1931,51,
YUG,Bosnia-Hercegovina,ZAVIDOVICI,5750,18XX,,1930,200,
YUG,Bosnia-Hercegovina,ZENICA,5751,17XX,1880,1931,270,
YUG,Bosnia-Hercegovina,ZEPCE,5752,182X,,1931,218,
HUN,Borsod-Gomor,SAJOSZENTPETER,5753,17LX,,1840,736,
HUN,Borsod-Gomor,SAJOSZENTPETER,5753,17LX,,1930,597,
HUN,Borsod-Gomor,HEJOCSABA,5754,16MX,,1840,1280,
HUN,Borsod-Gomor,HEJOCSABA,5754,16MX,,1880,337,
HUN,Borsod-Gomor,PUTNOK,5755,1848,,1880,508,
HUN,Borsod-Gomor,PUTNOK,5755,1848,,1930,783,
HUN,Borsod,ALSOZSOLCA,5756,,,1930,75,
HUN,Borsod,BOLDVA,5757,1747,,1930,65,
HUN,Borsod,DIOSGYOR,5758,17EX,,1910,441,
HUN,Borsod,DIOSGYOR,5758,17EX,,1941,222,
HUN,Borsod,EDELENY,5759,1736,,1880,129,
HUN,Borsod,EMOD,5760,18MX,,1880,123,
HUN,Borsod,EMOD,5760,18MX,,1930,72,
HUN,Borsod,FELSOZSOLCA,5761,17EX,,1944,82,
HUN,Borsod,HARSANY,5762,17EX,,1880,107,
HUN,Borsod,HARSANY,5762,17EX,,1930,56,
HUN,Borsod,MEZOCSAT,5763,17MX,,1880,487,
HUN,Borsod,MEZOCSAT,5763,17MX,,1930,536,
HUN,Borsod,MEZOKERESZTES,5764,,,1880,215,
HUN,Borsod,MEZOKERESZTES,5764,,,1930,257,
HUN,Borsod,MEZOKOVESD,5765,18EX,,1880,275,
HUN,Borsod,MEZOKOVESD,5765,18EX,,1920,862,
HUN,Borsod,MEZOKOVESD,5765,18EX,,1941,798,
HUN,Borsod,MISKOLC,5766,17LX,,1840,1096,
HUN,Borsod,MISKOLC,5766,17LX,,1880,5117,
HUN,Borsod,MISKOLC,5766,17LX,,1920,11300,
HUN,Borsod,MISKOLC,5766,17LX,,1946,2357,
HUN,Borsod,NYEKLADHAZA,5767,17EX,,1880,121,
HUN,Borsod,NYEKLADHAZA,5767,17EX,,1930,87,
HUN,Borsod,ONOD,5768,17MX,,1880,159,
HUN,Borsod,ONOD,5768,17MX,,1930,183,
HUN,Borsod,OZD,5769,19LX,1900,1900,384,
HUN,Borsod,OZD,5769,19LX,1900,1941,721,
HUN,Borsod,SAJOKAZA,5770,17MX,,1851,65,
HUN,Borsod,SAJOKAZA,5770,17MX,,1930,98,
HUN,Borsod,SAJOKAZINC,5771,1806,1806,1840,130,
HUN,Borsod,SAJOKAZINC,5771,1806,1806,1941,70,
HUN,Borsod,SALY,5772,17EX,,1930,47,
HUN,Borsod,SZENDRO,5773,17LX,1780,1880,221,
HUN,Borsod,SZENDRO,5773,17LX,1780,1941,277,
HUN,Borsod,TIBOLDDAROC,5774,1747,,1880,110,
HUN,Borsod,TIBOLDDAROC,5774,1747,,1930,70,
HUN,Borsod,TISZADOROGMA,5775,18EX,,1930,52,
CZS,Bohemia,KOSTELEC NAD ORLICI,5776,1860,,1893,150,
CZS,Bohemia,KOSTELEC NAD ORLICI,5776,1860,,1930,26,
CZS,Bohemia,ROUDNICE NAD LABEM,5777,16EX,,1851,176,
CZS,Bohemia,ROUDNICE NAD LABEM,5777,16EX,,1930,166,
CZS,Bohemia,RYCHNOV NAD KNEZNOU,5778,15MX,,1890,216,
CZS,Bohemia,RYCHNOV NAD KNEZNOU,5778,15MX,,1930,71,
CZS,Bohemia,UHLIRSKE JANOVICE,5779,1686,,1921,187,
CZS,Bohemia,UHLIRSKE JANOVICE,5779,1686,,1930,59,
CZS,Bohemia,NOVA CEREKEV,5780,1520,16LX,1850,160,
CZS,Bohemia,NOVA CEREKEV,5780,1520,16LX,1942,22,
CZS,Bohemia,ZATEC,5781,15XX,,1860,800,
CZS,Bohemia,ZATEC,5781,15XX,,1890,1262,
CZS,Bohemia,ZATEC,5781,15XX,,1930,760,
CZS,Bohemia,POSTOLOPRTY,5782,1671,,1930,114,
CZS,Bohemia,SAZAVOU,5783,16XX,,1921,107,
CZS,Bohemia,SAZAVOU,5783,16XX,,1930,79,
CZS,Bohemia,VRCHLABI,5784,,,1900,129,
CZS,Bohemia,VRCHLABI,5784,,,1910,187,
CZS,Bohemia,VRCHLABI,5784,,,1930,105,
CZS,Bohemia,BILINA,5785,1417,,,,
CZS,Bohemia,BRANDYS NAD LABEM,5786,1568,,1921,272,
CZS,Bohemia,BRANDYS NAD LABEM,5786,1568,,1930,60,
CZS,Bohemia,CESKY KRUMLOV,5787,1855,1855,1900,165,
CZS,Bohemia,CESKY KRUMLOV,5787,1855,1855,1930,111,
CZS,Bohemia,DOMAZLICE,5788,184X,,1890,153,
CZS,Bohemia,DOMAZLICE,5788,184X,,1930,69,
CZS,Bohemia,FRANTISKOVY LAZNE,5789,18LX,,1921,95,
CZS,Bohemia,HRADEC KRALOVE,5790,1860,,1905,300,
CZS,Bohemia,HRADEC KRALOVE,5790,1860,,1930,425,
CZS,Bohemia,BECHYNE,5791,17EX,,1902,145,
CZS,Bohemia,BECHYNE,5791,17EX,,1930,32,
CZS,Bohemia,BENATKY NAD JIZEROU,5792,17XX,,1930,49,
CZS,Bohemia,BENESOV,5793,1845,1845,1900,447,
CZS,Bohemia,BENESOV,5793,1845,1845,1940,362,
CZS,Bohemia,BEROUN,5794,20EX,,1921,133,
CZS,Bohemia,BEROUN,5794,20EX,,1930,113,
CZS,Bohemia,BREZNICE,5795,1570,,1850,190,
CZS,Bohemia,BREZNICE,5795,1570,,1900,118,
CZS,Bohemia,BREZNICE,5795,1570,,1930,30,
CZS,Bohemia,CASLAV,5796,1870,,1870,300,
CZS,Bohemia,CASLAV,5796,1870,,1930,119,
CZS,Bohemia,CESKA LIPA,5797,1574,,1724,358,
CZS,Bohemia,CESKA LIPA,5797,1574,,1880,686,
CZS,Bohemia,CESKA LIPA,5797,1574,,1910,868,
CZS,Bohemia,CESKA LIPA,5797,1574,,1930,301,
CZS,Bohemia,CESKE BUDEJOVICE,5798,1859,1859,1880,969,
CZS,Bohemia,CESKE BUDEJOVICE,5798,1859,1859,1900,1673,
CZS,Bohemia,CESKE BUDEJOVICE,5798,1859,1859,1930,1138,
CZS,Bohemia,CESKY BROD,5799,19XX,,1920,80,
CZS,Bohemia,CHEB,5800,1853,1853,,,
CZS,Bohemia,CHOMUTOV,5801,1848,1848,1880,562,
CZS,Bohemia,CHOMUTOV,5801,1848,1848,1930,444,
CZS,Bohemia,CHRUDIM,5802,17LX,,1921,150,
CZS,Bohemia,CHRUDIM,5802,17LX,,1930,117,
CZS,Bohemia,DECIN,5803,18MX,18MX,1887,162,
CZS,Bohemia,DECIN,5803,18MX,18MX,1930,515,
CZS,Bohemia,DECIN,5803,18MX,18MX,1948,610,
CZS,Bohemia,DOBRIS,5804,16EX,,1900,243,
CZS,Bohemia,DOBRIS,5804,16EX,,1930,88,
CZS,Bohemia,DOBRUSKA,5805,16XX,,1930,39,
CZS,Bohemia,DUCHCOV,5806,184X,,1900,233,
CZS,Bohemia,DUCHCOV,5806,184X,,1930,111,
CZS,Bohemia,DVUR KRALOVE NAD  LABEM,5807,1838,1890,1910,332,
CZS,Bohemia,DVUR KRALOVE NAD  LABEM,5807,1838,1890,1930,182,
CZS,Bohemia,GOLCUV JENIKOV,5808,16LX,,1842,613,
CZS,Bohemia,GOLCUV JENIKOV,5808,16LX,,1930,79,
CZS,Bohemia,HAVLICKUV BROD,5809,1848,,1900,170,
CZS,Bohemia,HAVLICKUV BROD,5809,1848,,1930,146,
CZS,Bohemia,HERMANUV MESTEC,5810,15EX,,1859,721,
CZS,Bohemia,HERMANUV MESTEC,5810,15EX,,1939,60,
CZS,Bohemia,HORAZDOVICE,5811,16XX,,1921,187,
CZS,Bohemia,HORAZDOVICE,5811,16XX,,1939,196,
CZS,Bohemia,HORICE,5812,1637,,1789,406,
CZS,Bohemia,HORICE,5812,1637,,1900,201,
CZS,Bohemia,HORICE,5812,1637,,1930,73,
CZS,Bohemia,HOROVICE,5813,17MX,,1910,279,
CZS,Bohemia,HOROVICE,5813,17MX,,1930,50,
CZS,Bohemia,HORSOVSKY TYN,5814,19LX,,1921,99,
CZS,Bohemia,HORSOVSKY TYN,5814,19LX,,1930,52,
CZS,Bohemia,HOSTINNE,5815,17LX,,1880,62,
CZS,Bohemia,HOSTINNE,5815,17LX,,1910,106,
CZS,Bohemia,HOSTINNE,5815,17LX,,1930,57,
CZS,Bohemia,HRONOV,5816,19XX,,1930,65,
CZS,Bohemia,HROUBOVICE,5817,17EX,,1930,30,
CZS,Bohemia,HUMPOLEC,5818,1385,1762,1880,343,
CZS,Bohemia,HUMPOLEC,5818,1385,1762,1930,89,
CZS,Bohemia,JABLONEC NAD  NISOU,5819,1860,1892,1910,826,
CZS,Bohemia,JABLONEC NAD  NISOU,5819,1860,1892,1930,799,
CZS,Bohemia,JICIN,5820,1549,,1880,358,
CZS,Bohemia,JICIN,5820,1549,,1939,90,
CZS,Bohemia,JINDRICHUV HRADEC,5821,15XX,,1880,617,
CZS,Bohemia,JINDRICHUV HRADEC,5821,15XX,,1930,234,
CZS,Bohemia,KADAN,5822,1624,1874,1921,219,
CZS,Bohemia,KADAN,5822,1624,1874,1930,116,
CZS,Bohemia,KARLOVY VARY,5823,1839,1868,1890,1069,
CZS,Bohemia,KARLOVY VARY,5823,1839,1868,1921,2115,
CZS,Bohemia,KARLOVY VARY,5823,1839,1868,1948,971,
CZS,Bohemia,KASEJOVICE,5824,1570,1727,1930,28,
CZS,Bohemia,KLADNO,5825,19EX,1889,1900,430,
CZS,Bohemia,KLADNO,5825,19EX,1889,1930,210,
CZS,Bohemia,KLATOVY,5826,16XX,1873,1893,724,
CZS,Bohemia,KLATOVY,5826,16XX,1873,1930,344,
CZS,Bohemia,KOLIN,5827,1561,1696,1857,1347,
CZS,Bohemia,KOLIN,5827,1561,1696,1900,806,
CZS,Bohemia,KOLIN,5827,1561,1696,1930,430,
CZS,Bohemia,LIBEREC,5828,1810,,1810,63,
CZS,Bohemia,LIBEREC,5828,1810,,1890,957,
CZS,Bohemia,LIBEREC,5828,1810,,1930,1392,
CZS,Bohemia,LIBEREC,5828,1810,,1946,1211,
CZS,Bohemia,LITOMERICE,5829,1541,18XX,1930,450,
CZS,Bohemia,LOUNY,5830,14XX,18XX,1890,567,
CZS,Bohemia,LOUNY,5830,14XX,18XX,1930,205,
CZS,Bohemia,LUZE,5831,16XX,,1837,300,
CZS,Bohemia,LUZE,5831,16XX,,1880,142,
CZS,Bohemia,LUZE,5831,16XX,,1930,32,
CZS,Bohemia,LYTOMYSL,5832,18XX,,1921,182,
CZS,Bohemia,LYTOMYSL,5832,18XX,,1930,143,
CZS,Bohemia,MELNIK,5833,18XX,,1872,194,
CZS,Bohemia,MELNIK,5833,18XX,,1930,84,
CZS,Bohemia,MILEVSKO,5834,16MX,,1921,103,
CZS,Bohemia,MILEVSKO,5834,16MX,,1930,81,
CZS,Bohemia,MLADA BOLESLAV,5835,1471,,1687,775,
CZS,Bohemia,MLADA BOLESLAV,5835,1471,,1880,845,
CZS,Bohemia,MLADA BOLESLAV,5835,1471,,1910,402,
CZS,Bohemia,MLADA BOLESLAV,5835,1471,,1930,264,
CZS,Bohemia,VOZICE,5836,17EX,,1921,250,
CZS,Bohemia,MOST,5837,1861,,1910,868,
CZS,Bohemia,MOST,5837,1861,,1930,662,
CZS,Bohemia,NACHOD,5838,1455,1455,1890,504,
CZS,Bohemia,NACHOD,5838,1455,1455,1930,293,
CZS,Bohemia,NEVEKLOV,5839,1618-1648,1657,1870,116,
