code,id,name,enc_name,prov,country,geomatry,name1900,name1930,name1945,pop1900,prov1900,prov1930,country1910,country1930,country1945,code_prov,code_dist,abbr_name,abbr_prov,abbr_dist,abbr_country,alt_names,pinkas_ref,enc_page,n,dist1930,dist
CHR_CHR_BRZN,-1035445,Berezna,BEREZNA,Chernigov,Ukraine,51.566666666667|31.783333333333,Berezna,Berezna,Berezna,"1,357 (in 1897), 211 (in 1939)",Chernigov,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,48,1,BRZN,CHR,CHR,UKR,Beresna|Pol|Bereznoe|Yid]|Berezna [Ukr|Rus,,114,1,Chernigov,Chernigov
KHR_KHR_BRZN,-1035449,Bereznehuvate,BEREZNEGOVATOE,Kherson,Ukraine,47.3|32.85,Bereznegovatoe,Bereznegovatoe,Bereznegovatoye,271 (in 1939),Kherson,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,47,1,BRZN,KHR,KHR,UKR,Brezhnovata|Bereznehuwate|Bereznehuvate|Bereznegovatoye|Bereznegovataya|Bereznegovatoe|Bereznegovata,,115,1,Nikolaiev,Kherson
MRM_MRM_BRZN,-1035452,Bereznyky,,Maramaros,Ukraine,48.516666666667|23.216666666667,Bereznek,Berezník,Berezniki,"48 (in 1880), 325 (in 1910)",Máramaros,Subcarpathia,,Czechoslovakia,Soviet Union,,,BRZN,MRM,MRM,UKR,Berezník|Berezniki|Bereznik|Bereznyky|Bereznek,,,1,,Máramaros
VLH_RVN_BRZN,-1035456,Berezne,BEREZNE,Volhinia,Ukraine,51|26.75,Berezno,Bereźne,Berëzno,"2,765 (in 1897)",Volhynia,Wołyń,Russian Empire,Poland,Soviet Union,8,11,BRZN,VLH,RVN,UKR,Brezhna|Bereźne|Berezene|Beresne|Brezne|Berezne|Berëzno,"Poland, Vol. 5 (1990), pp. 48-50: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Bereźne"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",115,1,Kostopol,Rovno
KHR_ANN_BRZV,-1035476,Berezivka,BEREZOVKA,Kherson,Ukraine,47.216666666667|30.916666666667,Berezovka,Berezovka,Berezovka,"3,458",Kherson,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,47,3,BRZV,KHR,ANN,UKR,Beresowka|Berezefke|Berezówka|Berezivka|Beresovka|Berëzovka,,116,1,Odessa,Anan'ev
MRM_MRM_BRZV,-1035512,Berezovo,BEREZOVO,Maramaros,Ukraine,48.3|23.483333333333,Berezna,Berezovo,Berezovo,"236 (in 1880), 369 (in 1921)",Máramaros,Subcarpathia,,Czechoslovakia,Soviet Union,,,BRZV,MRM,MRM,UKR,Slov|Rus]|Berezove|Berezovo [Ukr|Bereziv|Berezna,,116,1,,Máramaros
KHR_KHR_BRYS,-1035528,Beryslav,BERISLAV,Kherson,Ukraine,46.833333333333|33.416666666667,Berislav,Berislav,Berislav,"2,642",Kherson,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,47,1,BRYS,KHR,KHR,UKR,Berisslaw|Berislav [Rus|Beryslaw|Beryslav|Yid]|Berysław,,117,1,Nikolaiev,Kherson
PDL_OLG_BRSH,-1035538,Bershad,BERSHAD,Podolia,Ukraine,48.366666666667|29.516666666667,Bershad,Bershad,Bershad',"6,603 (in 1896), 4,271 (in 1939)",Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,9,BRSH,PDL,OLG,UKR,Berszad|Berszada|Berșad|Yid]|Bershad' [Rus|Ukr|Barsad|Bersad'|Berschad,,133,1,Vinnitsa,Ol'gopol'
KV_VSL_BLTS,-1035624,Bila Tserkva,BELAYA TSERKOW,Kiev,Ukraine,49.783333333333|30.116666666667,Belaya Tserkov,Belaya Tserkov,Belaya Tserkov,"18,720 (in 1897)",Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,3,BLTS,KV,VSL,UKR,Belaia Tserkov|Shvarts-Timeh|Belaya Tserkov|Belaja Zerkow|Biala Tserkov|Biała Cerkiew|Bila Tserkva|Sde Lavan|Bila Zerkwa|Shwartz Timme,,99,1,Kiev,Vasil'kov
GLC_ZLS_BLCH,-1035628,Bil'che Zolote,BILCZE ZLOTE,Galicia,Ukraine,48.783333333333|25.866666666667,Bilcze Złote,Bilcze Złote,Bil'che-Zolotoye,"57 (in 1870), 133 (in 1921)",Galicia,Tarnopol,Austrian Empire,Poland,Soviet Union,62,61,BLCH,GLC,ZLS,UKR,Bil'cha|Bilcze Złote|Bilcze|Bil'che-Zolote|Bil'che-Zolotoye|Bil'che,"Poland, Vol. 2 (1980), p. 115-116: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Bilcze Zlote""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",149,1,Borszczów,Zaleszczyki
BSS_AKK_BLHR,-1035629,Bilhorod Dnistrovskyy,CETATEA-ALBA,Bessarabia,Ukraine,46.2|30.35,Akkerman,Cetatea Albă,Belgorod Dnestrovskiy,"5,625 (in 1897), 4,239 (in 1930)",Bessarabia,Basarabia,Russian Empire,Romania,Soviet Union,3,2,BLHR,BSS,AKK,UKR,Bilhorod-Dnistrovs'kyy|Alba Julia|Białogród nad Dniestrem|Walachisch Weißenburg|Cetatea Albă|Dnyeszterfehérvár|Akkerman|Belgorod Dnestrovskiy|Ir Lavan|Akerman,,240,1,Cetatea Albă,Akkerman
GLC_TRK_BTLY,-1035671,Bitlya,BUTLA,Galicia,Ukraine,48.966666666667|22.966666666667,Butla,Butla,Butla,"72 (in 1880), 182 (in 1921)",Galicia,Lwów,Austrian Empire,Poland,Soviet Union,62,45,BTLY,GLC,TRK,UKR,Bitlya|Butla|Bytlja|Bitlia,"Poland, Vol. 2 (1980), p. 522: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Butla"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",225,1,Turka,Turka
KHR_ODS_BLHY,-1035719,Blahoyeve,BLAGOEVO,Kherson,Ukraine,46.933333333333|30.65,Bol’shoy Buyalyk,Blagoevo,Blagoyevo,105 (in 1939),Kherson,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,47,5,BLHY,KHR,ODS,UKR,Bol’shoy Buyalyk [Rus|Bolshe Buyalik|Velykyĭ Buialyk|since 1923]|Blahojevo|Blahoyeve|until 1923]|Blagoyevo [Rus|Blagoevo,,155,1,Odessa,Odessa
KV_RDM_BBR,-1035763,Bober,BOBER,Kiev,Ukraine,51.15|29.55,Bober,Bober,Bober,"208 (in 1897), 99 (in 1926)",Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,7,BBR,KV,RDM,UKR,Bober|Bóbr,,157,1,Kiev,Radomysl'
GLC_BBR_BBRK,-1035787,Bobrka,BOBRKA,Galicia,Ukraine,49.633333333333|24.3,Bóbrka,Bóbrka,Bobrka,"2,500",Galicia,Lwów,,Poland,Soviet Union,62,19,BBRK,GLC,BBR,UKR,Boberka|Bóbrka|Boiberke|Boiberik|Prachnik|Bobrka|Bibrka|Boyberik|Boyberke,"Poland, Vol. 2 (1980), p. 65-68: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Bobrka""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",158,1,Bóbrka,Bóbrka
CHR_KZL_BBRV,-1035791,Bobrovytsia,BOBROVITSA,Chernigov,Ukraine,50.75|31.383333333333,Bobrovitsa,Bobrovitsa,Bobrovitsa,671 (in 1897),Chernigov,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,48,5,BBRV,CHR,KZL,UKR,Bobrevits|Bobrovitza|Bobrovitsa|Bobrovytsia|Bobrovitsy,,159,1,Chernigov,Kozelets
KHR_KHR_BBRV,-1035799,Bobrovyy Kut,BOBROVYI KUT,Kherson,Ukraine,47.1|32.95,Bobrovy Kut,Bobrovy Kut,Bobrovy Kut,"408 (in 1810), 1,248 (in 1897)",Kherson,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,47,1,BBRV,KHR,KHR,UKR,Bobrovyi Kut|Bobrovii Kut|Bobrovyy Kut|Bobrovy Kut,,159,1,Nikolaiev,Kherson
KHR_ELZ_BBRY,-1035801,Bobrynets,BOBRINETS,Kherson,Ukraine,48.05|32.166666666667,Bobrinets,Bobrinets,Bobrinets,"3,481",Kherson,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,47,4,BBRY,KHR,ELZ,UKR,Bobrinets|Bobrynets'|Bobrinez|Bobrinitz|Bobryniec,,158,1,Kirovograd,Elizavetgrad
KRP_BRG_BDLV,-1035815,Badalovo,,Karpatalja,Ukraine,48.1|22.633333333333,Badaló,Bodolov,Bodolov,70 (in 1880),Kárpátalja,Subcarpathia,,Czechoslovakia,Soviet Union,,,BDLV,KRP,BRG,UKR,Badalovo [Ukr|Badalov|Slov]|Badaló|Bodoliv [Ukr|Badalló|until 1991]|Bodolov [Rus|since 1991],,,1,,Bereg
PDL_BLT_BHCH,-1035818,Bahachivka,BOGACHEVKA,Podolia,Ukraine,47.966666666667|30.55,Bogachëvka,Bogachëvka,Bogachëvka,506 (in 1897),Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,2,BHCH,PDL,BLT,UKR,Bahachivka|Bogachëvka|Bohaczówka,,164,1,Odessa,Balta
MRM_MRM_BHDN,-1035838,Bohdan,BOHDAN,Maramaros,Ukraine,48.05|24.366666666667,Tiszabogdány,Bohdan,Bogdan,"123 (in 1880), 275 (in 1921)",Máramaros,Subcarpathia,,Czechoslovakia,Soviet Union,,,BHDN,MRM,MRM,UKR,Bogdan [Rus|Bohdan [Ukr|Tiszabogdány|Slov]|Bilá Tisa|Bochdann|Yid]|Byala Tissa,,165,1,,Máramaros
GLC_BHR_BHRD,-1035903,Bohorodchany,,Galicia,Ukraine,48.8|24.533333333333,Bohorodczany,Bohorodczany,Bogorodchany,"2,505 (in 1890), 1,930 (in 1910)",Galicia,Stanisławów,Austrian Empire,Poland,Soviet Union,62,47,BHRD,GLC,BHR,UKR,Brodshin|Bogorodchany|Bradshin|Bohorodczany|Brotchin|Bohorodchany|Bretshn,,,1,Bohorodczany,Bohorodczany
KV_KNV_BHSL,-1035923,Bohuslav,BOGUSLAV,Kiev,Ukraine,49.55|30.883333333333,Boguslav,Boguslav,Boguslav,"7,445 (in 1897)",Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,5,BHSL,KV,KNV,UKR,Bohslov|Bohusław|Boguslav|Boslev|Boguslaw|Bohuslav,,165,1,Kiev,Kanev
GLC_DLN_BLKH,-1035940,Bolekhiv,BOLECHOW,Galicia,Ukraine,49.066666666667|23.866666666667,Bolechów,Bolechów,Bolekhov,"3,323 (in 1890), 2,986 (in 1931)",Galicia,Stanisławów,Austrian Empire,Poland,Soviet Union,62,48,BLKH,GLC,DLN,UKR,Rus]|Bolechov|Bolechów|Bolekhov [Yid|Bolechiv|Boleḥov|Bolechiw|Bolekhiv|Bolekhev,"Poland, Vol. 2 (1980), pp. 72-79: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Bolechów"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",166,1,Dolina,Dolina
BSS_IZM_BLHR,-1035949,Bolhrad,BOLGRAD,Bessarabia,Ukraine,45.683333333333|28.633333333333,Bolgrad,Bolgrad,Bolgrad,"1,196 (in 1897), 1,419 (in 1910)",Bessarabia,Basarabia,Russian Empire,Romania,Soviet Union,3,5,BLHR,BSS,IZM,UKR,Rom|Belgrad|Yid]|Bolhrad|Bolgrad [Rus,,166,1,Ismail,Izmail
KV_BRD_VLKY,-1036032,Veliky Nyzhirtsi,BOLSHIYE NEZGORTSI,Kiev,Ukraine,49.883333333333|28.7,Bolshiye Nezgortsi,Bolshiye Nezgortsi,Bol’shiye Nizgortsy,339 (in 1897),Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,2,VLKY,KV,BRD,UKR,Bolshiye Nezgortsi|Veliky Nyzhirtsi|Velyka Nyzhirci|Nizgórce Wielki|Nizgurtzy Bol'shiye|Velikiye Nizhgurtsy|Bol’shiye Nizgortsy,,168,1,Zhitomir,Berdichev
GLC_RHT_BLSH,-1036038,Bilshivtsi,BOLSZOWCE,Galicia,Ukraine,49.183333333333|24.75,Bołszowce,Bołszowce,Bol'shovtsy,"2,256 (in 1900)",Galicia,Stanisławów,Austrian Empire,Poland,Soviet Union,62,55,BLSH,GLC,RHT,UKR,Bil'shivtsi|Bołszowce|Bilişăuţi|Bolsewitz|Bolsewits|Bilsziwci|Bol'shovtsy|Bil'sivci|Bolshovtzi|Bolshovtse|Bolshevitz|Bolshevetz,"Poland, Vol. 2 (1980), pp. 79-80: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Bołszowce"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",168,1,Rohatyn,Rohatyn
VLH_LTS_BLSH,-1036071,Bol'shoy Zhelutsk,ZOLUDZK,Volhinia,Ukraine,51.316666666667|26.116666666667,Kolonie Zoludsk,Żoludzk Wielki,Bolshoy Zoludsk,"222 (in 1898), 418 (in 1921)",Volhynia,Polesie,Russian Empire,Poland,Soviet Union,8,7,BLSH,VLH,LTS,UKR,Zholudsk|Velykyj Zoluds'k|Vel'ke Zholudsk|Zoludzk|Kolnie Zholutsk|Kolonie Zoludzk|Zoludzik|Bol'shoy Zhëlutsk|Żoludzk Wielki,,1518,1,Sarny,Lutsk
GLC_TRK_BRYN,-1036118,Borynya,BORYNIA,Galicia,Ukraine,49.066666666667|23,Borynia,Borynia,Borinya,86 (in 1880),Galicia,Lwów,Austrian Empire,Poland,Soviet Union,62,45,BRYN,GLC,TRK,UKR,Borynja|Borynya|Borynia|Borina|Borinya|Borinia,"Poland, Vol. 2 (1980), pp. 91-92: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Borynia"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",174,1,Turka,Turka
GLC_DRH_BRYS,-1036121,Boryslav,BORYSLAW,Galicia,Ukraine,49.283333333333|23.416666666667,Borysław,Borysław,Borislav,"5,950 (in 1900), 11,996 (in 1931",Galicia,Lwów,Austrian Empire,Poland,Soviet Union,62,22,BRYS,GLC,DRH,UKR,Borislau|Boryslav|Borislav [Rus|Borysław|Yid]|Borislev,"Poland, Vol. 2 (1980), pp. 92-99: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Borysław"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",174,1,Drohobycz,Drohobycz
PLT_PRS_BRYS2,-1036130,Boryspil,BORYSOPOL,Poltava,Ukraine,50.35|30.95,Borispol,Borysopol,Borispol',"1,094",Poltava,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,33,11,BRYS,PLT,PRS,UKR,Borysopol|Boryspol|Yid]|Borispol' [Rus|Boryspil',,176,2,Kiev,Pereiaslav
KRP_BRG_BRBV,-1036154,Barbovo,,Karpatalja,Ukraine,48.35|22.766666666667,Bárdháza,Barbovo,Borodovka,17 (in 1880),Kárpátalja,Subcarpathia,,Czechoslovakia,Soviet Union,,,BRBV,KRP,BRG,UKR,Barbovo [Ukr|Borodovka|Bárdháza|Slov]|Bártháza|Bardhaus|Barbova|Barthausen,,,1,,Bereg
KV_KV_BRDY,-1036155,Borodyanka,BORODIANKA,Kiev,Ukraine,50.65|29.983333333333,Borodianka,Borodianka,Borodyanka,621,Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,1,BRDY,KV,KV,UKR,Borodianka|Rus]|Borodjanka|Boredyanke|Barodeinka|Borodzianka|Borodyanka [Ukr,,173,1,Kiev,Kiev
PDL_IMP_BRVK,-1036183,Borivka,BOROVKA,Podolia,Ukraine,48.516666666667|28.25,Borovka,Borovka,Borovka,"126 (in 1847), 296 (in 1939)",Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,12,BRVK,PDL,IMP,UKR,Borifke|Borivka|Borovka|Borówka,,173,1,Vinnitsa,Iampol'
KV_SKV_BRSH,-1036201,Borshchahivka,BORSHCHAGOVKA,Kiev,Ukraine,49.483333333333|29.533333333333,Borshchagovka,Borshchagovka,Borshchagovka,"1,853 (in 1897)",Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,8,BRSH,KV,SKV,UKR,Borscahivka|Borshchahivka|Borszczahówka|Borshtshifke|Borshagovka|Borshchagovka|Borshivka,,174,1,Vinnitsa,Skvira
GLC_BRS_BRSH,-1036203,Borshchiv,BORSZCZOW,Galicia,Ukraine,48.8|26.05,Borszczów,Borszczów,Borshchëv,"1,808 (in 1890), 1,637 (in 1921)",Galicia,Tarnopol,,Poland,Soviet Union,62,62,BRSH,GLC,BRS,UKR,Borshchiv|Borshtshev|Borshchov|Borschtschiw|Borszczów|Borshtchev|Borșciv|Borshchëv,,174,1,Borszczów,Borszczów
GLC_LWW_BRSH,-1036218,Borshchovychi,,Galicia,Ukraine,49.866666666667|24.266666666667,Barszczowice,Barszczowice,Borshchovichi,,Galicia,Lwów,,Poland,Soviet Union,62,31,BRSH,GLC,LWW,UKR,Barshchovitse|Barszczowice|Borscovyci|Borșciovîci|Borshchovichi|Borshchovychi,,,1,Lwów,Lwów
CHR_BRZ_BRZN,-1036254,Borzna,BORZNA,Chernigov,Ukraine,51.25|32.433333333333,Borzna,Borzna,Borzna,"1,516",Chernigov,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,48,2,BRZN,CHR,BRZ,UKR,Yid|Borzne|Borzna [Ukr|Pol]|Rus|Borsna,,176,1,Chernigov,Borzna
BKV_SDG_BYNY,-1036272,Boyany,BOIAN,Bukovina,Ukraine,48.283333333333|26.133333333333,Bojan,Boian,Boyany,781 (in 1880),Bukovina,Bucovina,Austrian Empire,Romania,Soviet Union,63,3,BYNY,BKV,SDG,UKR,Rus]|Boian|Bojan [Ger|Pol]|Boyan|Boianceni|Boyany [Ukr,"Romania, Vol. 2 (1980), p. 521: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Boian""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",165,1,Cernăuţi,Sadagora
KV_ZVN_BYRK,-1036274,Boyarka,BOJARKA,Kiev,Ukraine,49.333333333333|30.666666666667,Boyarka,Boyarka,Boyarka,721,Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,4,BYRK,KV,ZVN,UKR,Boyarka [Rus|Bojarka [Pol|Yid]|Boiarka|Ukr|Ger],,165,1,Kiev,Zvenigorodka
PDL_VNN_BRLV,-1036303,Brailiv,BRAILOW,Podolia,Ukraine,49.1|28.166666666667,Brailov,Brailov,Brailov,"3,721",Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,4,BRLV,PDL,VNN,UKR,Bralov|Brailov|Brailiv|Bralev|Brahiłów|Braiłów,,180,1,Vinnitsa,Vinnitsa
KHR_ALK_BRTL,-1036326,Bratoliubivka,BRATOLIUBOVKA,Kherson,Ukraine,48.216666666667|32.966666666667,Bratoliubovka,Bratoliubovka,Bratolyubovka,"1,193 (in 1897)",Kherson,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,47,2,BRTL,KHR,ALK,UKR,Lishinevitch|Bratoliubivka|Bratolyubovka|Lisanevicheva|Bratoliubovka,,184,1,Kirovograd,Aleksandriia
KHR_ELZ_BRTS,-1036330,Brats'ke,BRATSKOYE,Kherson,Ukraine,47.866666666667|31.583333333333,Bratskoye,Bratskoye,Bratskoye,"241 (in 1897), 203 (in 1939)",Kherson,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,47,4,BRTS,KHR,ELZ,UKR,Bratskoye|Brats’ke|Bratskoe|Bratskie,,185,1,Odessa,Elizavetgrad
PDL_BRT_BRTS,-1036331,Bratslav,BRATSLAW,Podolia,Ukraine,48.833333333333|28.95,Bratslav,Bratslav,Bratslav,"3,920",Podolia,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,32,3,BRTS,PDL,BRT,UKR,Bratslav [Rus|Ukr]|Bratslaw|Bratzlav|Braclav|Bracław|Broslev|Brazlaw,,185,1,Vinnitsa,Bratslav
KRP_BRG_BRD,-1036363,Brid,BROD,Karpatalja,Ukraine,48.35|23.016666666667,Boród,Brod,Brod,"208 (in 1880), 430 (in 1910)",Kárpátalja,Subcarpathia,,Czechoslovakia,Soviet Union,,,BRD,KRP,BRG,UKR,Boród|Brüd|Berežskij Brod|Yid]|Brod [Slov|Brid|Rus,,200,1,,Bereg
GLC_BRD_BRDY,-1036374,Brody,BRODY,Galicia,Ukraine,50.083333333333|25.15,Brody,Brody,Brody,"15,316 (1880), 12,188 (1910)",Galicia,Tarnopol,Austrian Empire,Poland,Soviet Union,62,63,BRDY,GLC,BRD,UKR,Rus]|Prode|Brody [Pol|Ukr|Brod|Ger,"Poland, Vol. 2 (1980), pp. 121-134: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Brody"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",201,1,Brody,Brody
MRM_MRM_BRNK,-1036384,Bronka,,Maramaros,Ukraine,48.4|23.283333333333,Szuchabronyka,Suchá-Broňka,Bron'ka,,Máramaros,Subcarpathia,,Czechoslovakia,Soviet Union,,,BRNK,MRM,MRM,UKR,Szuha-Bronyka|Bron'ka|Soco Branko|Szuhabaranka|Sico-Branko|Suchá-Broňka|Szuchabronyka|Szuhabronyka,,,1,,Máramaros
GLC_KLS_BRSH,-1036390,Broshniv Osada,BROSZNIOW,Galicia,Ukraine,49|24.183333333333,Brożniów,Broszniów,Broshnev-Osada,226 (in 1921),Galicia,Stanisławów,,Poland,Soviet Union,62,49,BRSH,GLC,KLS,UKR,Broshnev|Broshnev-Osada|Broshnyuv|Oshnev-Osada|Proszniów|Brożniów|Broshniv-Osada|Broszniów,"Poland, Vol. 2 (1980), p. 134-135: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Broszniow""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",202,1,Dolina,Kałusz
CHR_OST_BRVR,-1036400,Brovary,BROVARY,Chernigov,Ukraine,50.5|30.766666666667,Brovary,Brovary,Brovary,888,Chernigov,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,48,12,BRVR,CHR,OST,UKR,Brovari|Rus]|Brovary [Ukr|Browary [Pol|Ger]|Brovar,,203,1,Kiev,Oster
KV_RDM_BRSL,-1036408,Brusilov,BRUSILOV,Kiev,Ukraine,50.283333333333|29.533333333333,Brusilov,Brusilov,Brusilov,"3,575",Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,7,BRSL,KV,RDM,UKR,Brusilov [Rus|Brusiłów|Brusyliv|Yid]|Brussilow,,204,1,Zhitomir,Radomysl'
EKT_SLV_BRYN,-1036421,Bryanka,BRIANKA,Yekaterinoslav,Ukraine,48.5|38.666666666667,Bryanka,Bryanka,Bryanka,545 (in 1939),Ekaterinoslav,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,13,8,BRYN,EKT,SLV,UKR,Bryanskiy Rudnik|Rus]|Bryanka [Ukr|Brianka|Bryanskiy|Brjanka,,197,1,Voroshilovgrad,Slavianoserbsk
GLC_BCZ_BCHC,-1036442,Buchach,BUCZACZ,Galicia,Ukraine,49.083333333333|25.4,Buczacz,Buczacz,Buchach,"6,976 (in 1890)",Galicia,Tarnopol,Austrian Empire,Poland,Soviet Union,62,65,BCHC,GLC,BCZ,UKR,Rus]|Bitshutsh|Betshotsh|Butchatch|Buczacz|Bučač|Buchach [Ukr|Butschatsch,"Poland, Vol. 2 (1980), p. 83-89: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Buczacz""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",212,1,Buczacz,Buczacz
GLC_CZR_BDNV,-1036463,Budaniv,BUDZANOW,Galicia,Ukraine,49.166666666667|25.716666666667,Budzanów,Budzanów,Budanov,"1,700",Galicia,Tarnopol,,Poland,Soviet Union,62,66,BDNV,GLC,CZR,UKR,Budanov [Yid|Rus]|Budzanov|Budzanów|Bizinev|Biznov|Budzanuv|Budaniv|Bizinov,"Poland, Vol. 2 (1980), p. 68-71: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Budzanow""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",68,1,Trembowla,Czortków
GLC_RHT_BKCH,-1036565,Bukachivtsi,BUKACZOWCE,Galicia,Ukraine,49.25|24.5,Bukaczowce,Bukaczowce,Bukachevtsy,"1,216",Galicia,Stanisławów,Austrian Empire,Poland,Soviet Union,62,55,BKCH,GLC,RHT,UKR,Bukachevtsy|Bukaczowce|Bukacivci|Bukachivtsi|Bukachovtse|Bukotchovitz|Bokshevits|Bukshevitz,"Poland, Vol. 2 (1980), p. 89-91: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Bukaczowce""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",221,1,Rohatyn,Rohatyn
KV_UMN_BKY,-1036577,Buky,BUKI,Kiev,Ukraine,49.083333333333|30.416666666667,Buki,Buki,Buki,"2,298",Kiev,Ukraine SSR,Russian Empire,Soviet Union,Soviet Union,16,10,BKY,KV,UMN,UKR,Pol|Baki|Yid]|Buki [Rus|Buky,,221,1,Kiev,Uman'
KRP_BRG_BKVT,-1036584,Bukovets,,Karpatalja,Ukraine,48.616666666667|23.366666666667,Beregbárdos / Bukócz,Bukovec,Bukovets,"37 (in 1880), 16 (in 1910)",Kárpátalja,Subcarpathia,,Czechoslovakia,Soviet Union,,,BKVT,KRP,BRG,UKR,Bukovec|Bukócz|Bukovtse|Bukovets'|Bukovets|Bukovce|Beregbárdos [Hun|Oroszbukóc [Hun 19th c]|20th c],,,1,,Bereg
HNG_MRM_BKVT,-1036585,Bukovets,,Hungary,Ukraine,48.866666666667|22.933333333333,Bükköspatak / Bukócz,Bukovec,Bukovets,"36 (in 1880), 48 (in 1910)",Hungary,Subcarpathia,,Czechoslovakia,Soviet Union,,,BKVT,HNG,MRM,UKR,Bukóc [Hun|Bukovec|Bukócz|Bukovets'|Bükköspatak [Hun|20th c.]|Bikivitz|Bukovce|19th c]|Bukovets,,,1,,Máramaros
GLC_PDH_BRKN,-1036638,Burkaniv,BURKANOW,Galicia,Ukraine,49.283333333333|25.383333333333,Burkanów,Burkanów,Burkanov,"45 (in 1880), 110 (in 1921)",Galicia,Tarnopol,Austrian Empire,Poland,Soviet Union,62,69,BRKN,GLC,PDH,UKR,Burkanov|Burkanuv|Burkaniv|Burkanów,"Poland, Vol. 2 (1980), p. 522: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Burkanów"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",223,1,Podhajce,Podhajce
GLC_RHT_BRSH,-1036656,Burshtyn,BURSZTYN,Galicia,Ukraine,49.266666666667|24.633333333333,Bursztyn,Bursztyn,Burshtyn,"1,216",Galicia,Stanisławów,,Poland,Soviet Union,62,55,BRSH,GLC,RHT,UKR,Burshtyn|Burshtin [Rus|Burschtyn|Yid]|Burstyn|Bursztyn,"Poland, Vol. 2 (1980), pp. 99-102: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Bursztyn"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",99,1,Rohatyn,Rohatyń
