code,id,name,enc_name,prov,country,geomatry,name1900,name1930,name1945,pop1900,prov1900,prov1930,country1910,country1930,country1945,code_prov,code_dist,abbr_name,abbr_prov,abbr_dist,abbr_country,alt_names,pinkas_ref,enc_page,n,dist1930,dist
PRU_WST_CSFL,-1756687,Coesfeld,COESFELD,Prussia,Germany,51.933333333333|7.15,Coesfeld,Coesfeld,Coesfeld,"114 (in 1849), 57 (in 1933)",Preußen,Preußen,,Germany,Germany,,,CSFL,PRU,WST,GER,Coesfeld|Koesfeld|Koosfelt,,266,1,Westfalen,Westfalen
PRU_BRN_CTTB,-1756822,Cottbus,,Prussia,Germany,51.766666666667|14.333333333333,Cottbus,Cottbus,Cottbus,~350,Preußen,Preußen,,Germany,Germany,,,CTTB,PRU,BRN,GER,Kottbus|Chociebuż|Chóśebuz|Chöshebuss|Cottbus|Chotěbuz,,,1,Brandenburg,Brandenburg
WRT_GRM_CRLS,-1756837,Crailsheim,CRAILSHEIM,Wurttemberg,Germany,49.15|10.083333333333,Crailsheim,Crailsheim,Crailsheim,325 (in 1910),Württemberg,Württemberg,,Germany,Germany,,,CRLS,WRT,GRM,GER,Crailsheim,"Germany, Vol. 2 (1986), p. 124: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Crailsheim""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",280,1,,
HSS_GRM_CRNF,-1756843,Crainfeld,CRAINFELD,Hessen,Germany,50.483333333333|9.35,Crainfeld,Crainfeld,Crainfeld,"118 (in 1886), 60 (in 1933)",Hessen,Hessen,,Germany,Germany,,,CRNF,HSS,GRM,GER,Crainfeld,"Germany, Vol. 3 (1992), p. 296: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Crainfeld"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",280,1,,
WRT_GRM_CRGL,-1756867,Creglingen,CREGLINGEN,Wurttemberg,Germany,49.466666666667|10.033333333333,Creglingen,Creglingen,Creglingen,"130 (in 1854), 73 (in 1933)",Württemberg,Württemberg,,Germany,Germany,,,CRGL,WRT,GRM,GER,Creglingen|Kreglingen,"Germany, Vol. 2 (1986), p. 122: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Creglingen""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",281,1,,
MCS_GRM_CRVT,-1756895,Crivitz,,Mecklenburg Schwerin,Germany,53.583333333333|11.65,Crivitz,Crivitz,Crivitz,,Mecklenburg-Schwerin,Mecklenburg-Schwerin,,Germany,Germany,,,CRVT,MCS,GRM,GER,Crivitz,,,1,,
BYR_GRM_CRNH,-1756905,Cronheim,CRONHEIM,Bayern,Germany,49.1|10.666666666667,Cronheim,Cronheim,Cronheim,"197 (in 1837), 35 (in 1933)",Bayern,Bayern,,Germany,Germany,,,CRNH,BYR,GRM,GER,Cronheim,"Germany, Vol. 1 (1972), p. 356: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Cronheim""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",282,1,Mittelfranken,Mittelfranken
HSS_GRM_CRMS,-1756930,Crumstadt,CRUMSTADT,Hessen,Germany,49.816666666667|8.5166666666667,Crumstadt,Crumstadt,Crumstadt,84 (in 1880),Hessen,Hessen,,Germany,Germany,,,CRMS,HSS,GRM,GER,Crumstadt,"Germany, Vol. 3 (1992), p. 295: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Crumstadt""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",282,1,,
HMB_GRM_CXHV,-1756976,Cuxhaven,CUXHAVEN,Hamburg,Germany,53.883333333333|8.7,Cuxhaven,Cuxhaven,Cuxhaven,"29 (in 1880), 59 (in 1919)",Hamburg,Hamburg,,Germany,Germany,,,CXHV,HMB,GRM,GER,Cuxhaven,"Germany, Vol. 4 (2007), p. 959: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Cuxhaven"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",283,1,,
BYR_GRM_DHN,-1757264,Dahn,DAHN,Bayern,Germany,49.15|7.7833333333333,Dahn,Dahn,Dahn,"85 (in 1875), 50 (in 1933)",Bayern,Bayern,,Germany,Germany,,,DHN,BYR,GRM,GER,Dahn,,291,1,Pfalz,Pfalz
HSS_GRM_DRMS,-1757722,Darmstadt,DARMSTADT,Hessen,Germany,49.866666666667|8.65,Darmstadt,Darmstadt,Darmstadt,"1,908 (in 1910)",Hessen,Hessen,,Germany,Germany,,,DRMS,HSS,GRM,GER,Darmstadt,"Germany, Vol. 3 (1992), p. 150: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Darmstadt""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",292,1,,
PRU_WST_DTTL,-1757851,Datteln,DATTELN,Prussia,Germany,51.666666666667|7.3833333333333,Datteln,Datteln,Datteln,"56 (in 1900), 21 (in 1937)",Preußen,Preußen,,Germany,Germany,,,DTTL,PRU,WST,GER,Datteln,,295,1,Westfalen,Westfalen
PRU_HSS_DBRN,-1757890,Dauborn,DAUBORN,Prussia,Germany,50.333333333333|8.1833333333333,Dauborn,Dauborn,Dauborn,"130 (in 1843), 49 (in 1933)",Preußen,Preußen,,Germany,Germany,,,DBRN,PRU,HSS,GER,Dauborn-Eufingen|Dauborn,"Germany, Vol. 3 (1992), p. 418: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dauborn"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",295,1,Hessen-Nassau,Hessen-Nassau
PRU_HSS_DSN,-1757924,Dausenau,,Prussia,Germany,50.333333333333|7.7666666666667,Dausenau,Dausenau,Dausenau,,Preußen,Preußen,,Germany,Germany,,,DSN,PRU,HSS,GER,Dausenau,,,1,Hessen-Nassau,Hessen-Nassau
BYR_GRM_DGGN,-1758096,Deggendorf,DEGGENDORF,Bayern,Germany,48.833333333333|12.966666666667,Deggendorf,Deggendorf,Deggendorf,,Bayern,Bayern,,Germany,Germany,,,DGGN,BYR,GRM,GER,Deckendorf|Deggendorf|Takendorf,"Germany, Vol. 1 (1972), p. 144: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Deggendorf"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",299,1,Niederbayern,Niederbayern
BYR_GRM_DDSH,-1758171,Deidesheim,,Bayern,Germany,49.416666666667|8.1833333333333,Deidesheim,Deidesheim,Deidesheim,,Bayern,Bayern,,Germany,Germany,,,DDSH,BYR,GRM,GER,Deidesheim,,,1,Pfalz,Pfalz
PRU_HSS_DSL,-1758214,Deisel,DIESEL,Prussia,Germany,51.6|9.4166666666667,Deisel,Deisel,Deisel,"134 (in 1850), 14 (in 1933)",Preußen,Preußen,,Germany,Germany,,,DSL,PRU,HSS,GER,Deisel,"Germany, Vol. 3 (1992), p. 419: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Diesel"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",299,1,Hessen-Nassau,Hessen-Nassau
OLD_GRM_DLMN,-1758313,Delmenhorst,DELMENHORST,Oldenburg,Germany,53.05|8.6166666666667,Delmenhorst,Delmenhorst,Delmenhorst,~120,Oldenburg,Oldenburg,,Germany,Germany,,,DLMN,OLD,GRM,GER,Delmenhorst,"Germany, Vol. 4 (2007), p. 467: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Delmenhorst""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",467,1,,
BYR_GRM_DMML,-1758349,Demmelsdorf,DEMMELSDORF,Bayern,Germany,49.966666666667|11.05,Demmelsdorf,Demmelsdorf,Demmelsdorf,42 (in 1933),Bayern,Bayern,,Germany,Germany,,,DMML,BYR,GRM,GER,Demmelsdorf,"Germany, Vol. 1 (1972), p. 228: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Demmelsdorf""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",303,1,Oberfranken,Oberfranken
PRU_PMM_DMMN,-1758352,Demmin,,Prussia,Germany,53.9|13.033333333333,Demmin,Demmin,Demmin,,Preußen,Preußen,Germany,Germany,Germany,,,DMMN,PRU,PMM,GER,Dymin|Dëmino|Demmin,,,1,Pommern,Pommern
ANH_GRM_DSS,-1758677,Dessau,DESSAU,Anhalt,Germany,51.833333333333|12.25,Dessau,Dessau,Dessau,458 (in 1895),Anhalt,Anhalt,,Germany,Germany,,,DSS,ANH,GRM,GER,Dessau,,305,1,,
LPP_GRM_DTML,-1758700,Detmold,DETMOLD,Lippe,Germany,51.933333333333|8.8833333333333,Detmold,Detmold,Detmold,240 (in 1895),Lippe,Lippe,,Germany,Germany,,,DTML,LPP,GRM,GER,Detmold,"Germany, Vol. 4 (2007), p. 450: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Detmold""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",306,1,,
BYR_GRM_DTTL,-1758704,Dettelbach,DETTELBACH,Bayern,Germany,49.8|10.183333333333,Dettelbach,Dettelbach,Dettelbach,"130 (in 1837), 39 (in 1933)",Bayern,Bayern,,Germany,Germany,,,DTTL,BYR,GRM,GER,Dettelbach,"Germany, Vol. 1 (1972), p. 450: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dettelbach""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",306,1,Unterfranken,Unterfranken
PRU_HHN_DTTN,-1758728,Dettensee,DETTENSEE,Prussia,Germany,48.416666666667|8.7166666666667,Dettensee,Dettensee,Dettensee,"48 (in 1898), 2 (in 1933)",Preußen,Preußen,,Germany,Germany,,,DTTN,PRU,HHN,GER,Dettensee,"Germany, Vol. 2 (1986), p. 170: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dettensee""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",307,1,Hohenzollern,Hohenzollern
PRU_RHN_DTZ,-1758846,Deutz,,Prussia,Germany,50.933333333333|6.9833333333333,Deutz,Deutz,Deutz,,Preußen,Preußen,,Germany,Germany,,,DTZ,PRU,RHN,GER,Köln-Deutz|Deutz,,,1,Rheinprovinz,Rheinland
HSS_GRM_DBRG,-1759045,Dieburg,DIEBURG,Hessen,Germany,49.9|8.85,Dieburg,Dieburg,Dieburg,175 (in 1910),Hessen,Hessen,,Germany,Germany,,,DBRG,HSS,GRM,GER,Dieburg,,309,1,,
BYR_GRM_DLKR,-1759235,Dielkirchen,DIELKIRCHEN,Bayern,Germany,49.666666666667|7.8166666666667,Dielkirchen,Dielkirchen,Dielkirchen,"27 (in 1875), 43 (in 1900)",Bayern,Bayern,,Germany,Germany,,,DLKR,BYR,GRM,GER,Dielkirchen,,309,1,Pfalz,Pfalz
PRU_HSS_DMRD,-1759260,Diemerode,DIEMERODE,Prussia,Germany,51.066666666667|9.85,Diemerode,Diemerode,Diemerode,"101 (in 1861), 19 (in 1925)",Preußen,Preußen,,Germany,Germany,,,DMRD,PRU,HSS,GER,Diemenrode|Diemerode,"Germany, Vol. 3 (1992), p. 420: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Diemerode""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",309,1,Hessen-Nassau,Hessen-Nassau
PRU_HNN_DPHL,-1759319,Diepholz,DIEPHOLZ,Prussia,Germany,52.6|8.3666666666667,Diepholz,Diepholz,Diepholz,"55 (in 1855), 38 (in 1926)",Preußen,Preußen,,Germany,Germany,,,DPHL,PRU,HNN,GER,Diepholz,"Germany, Vol. 4 (2007), p. 460: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Diepholz""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",309,1,Hannover,Hannover
PRU_RHN_DRDR,-1759356,Dierdorf,DIERDORF,Prussia,Germany,50.55|7.6666666666667,Dierdorf,Dierdorf,Dierdorf,"142 (in 1885), 84 (in 1925)",Preußen,Preußen,,Germany,Germany,,,DRDR,PRU,RHN,GER,Dierdorf,,309,1,Rheinprovinz,Rheinland
BDN_GRM_DRSB,-1759370,Diersburg,DIERSBURG,Baden,Germany,48.4|7.9333333333333,Diersburg,Diersburg,Diersburg,"225 (in 1842), 26 (in 1833)",Baden,Baden,,Germany,Germany,,,DRSB,BDN,GRM,GER,Diersburg,"Germany, Vol. 2 (1986), p. 302: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Diersburg""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",309,1,,
BYR_GRM_DSPC,-1759414,Diespeck,DIESPECK,Bayern,Germany,49.6|10.633333333333,Diespeck,Diespeck,Diespeck,"270 (in 1837), 3 (in 1937)",Bayern,Bayern,,Germany,Germany,,,DSPC,BYR,GRM,GER,Diespeck,"Germany, Vol. 1 (1972), p. 319: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Diespeck""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",310,1,Mittelfranken,Mittelfranken
HSS_GRM_DTZN,-1759597,Dietzenbach,DIETZENBACH,Hessen,Germany,50.016666666667|8.7833333333333,Dietzenbach,Dietzenbach,Dietzenbach,28 (in 1900),Hessen,Hessen,,Germany,Germany,,,DTZN,HSS,GRM,GER,Dietzenbach|Stadt Dietzenbach,"Germany, Vol. 3 (1992), p. 167: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dietzenbach"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",310,1,,
PRU_HSS_DZ,-1759619,Diez,DIEZ,Prussia,Germany,50.366666666667|8.0166666666667,Diez,Diez,Diez,"130 (in 1895), 68 (in 1933)",Preußen,Preußen,,Germany,Germany,,,DZ,PRU,HSS,GER,Diez|Dietz|Diez an der Lahn,"Germany, Vol. 3 (1992), p. 421: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Diez""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",310,1,Hessen-Nassau,Hessen-Nassau
PRU_HSS_DLLC,-1759659,Dillich,DILLICH,Prussia,Germany,51|9.2833333333333,Dillich,Dillich,Dillich,"48 (in 1885), 16 (in 1933)",Preußen,Preußen,,Germany,Germany,,,DLLC,PRU,HSS,GER,Dillich,"Germany, Vol. 3 (1992), p. 420: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dillich"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",310,1,Hessen-Nassau,Hessen-Nassau
PRU_RHN_DLLN,-1759660,Dillingen,DILINGEN,Prussia,Germany,49.35|6.7333333333333,Dillingen,Dillingen,Dillingen,"46 (in 1900), 140 (in 1925)",Preußen,Saarland,,Germany,Germany,,,DLLN,PRU,RHN,GER,Dillingen/Saar|Dillengen|Dillingen an der Saar|Dillingen,,310,1,,Rheinland
BYR_GRM_DNKL,-1759752,Dinkelsbuhl,DINKELSBUEHL,Bayern,Germany,49.066666666667|10.316666666667,Dinkelsbühl,Dinkelsbühl,Dinkelsbühl,"49 (in 1880), 64 (in 1933)",Bayern,Bayern,,Germany,Germany,,,DNKL,BYR,GRM,GER,Dinkelsbuehl|Dinkelsbühl,"Germany, Vol. 1 (1972), p. 294: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dinkelsbühl""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",311,1,Mittelfranken,Mittelfranken
PRU_RHN_DNSL,-1759767,Dinslaken,DINSLAKEN,Prussia,Germany,51.566666666667|6.7333333333333,Dinslaken,Dinslaken,Dinslaken,"388 (in 1895), 146 (in 1938)",Preußen,Preußen,,Germany,Germany,,,DNSL,PRU,RHN,GER,Dinslaken,,311,1,Rheinprovinz,Rheinland
BYR_GRM_DTTL2,-1759918,Dittlofsroda,DITTLOFSRODA,Bayern,Germany,50.15|9.7666666666667,Dittlofsroda,Dittlofsroda,Dittlofsroda,"68 (in 1816), 17 (in 1933)",Bayern,Bayern,,Germany,Germany,,,DTTL,BYR,GRM,GER,Dittlofsroda,"Germany, Vol. 1 (1972), p. 452: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dittlofsroda"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",311,2,Unterfranken,Unterfranken
HSS_GRM_DLGS,-1760236,Dolgesheim,DOLGESHEIM,Hessen,Germany,49.8|8.25,Dolgesheim,Dolgesheim,Dolgesheim,"54 (in 1861), 11 (in 1933)",Hessen,Hessen,,Germany,Germany,,,DLGS,HSS,GRM,GER,Dolgesheim,"Germany, Vol. 3 (1992), p. 161: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dolgesheim"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",319,1,,
PRU_RHN_DRMG,-1760815,Dormagen,DORMAGEN,Prussia,Germany,51.1|6.8333333333333,Dormagen,Dormagen,Dormagen,51 (in 1930),Preußen,Preußen,,Germany,Germany,,,DRMG,PRU,RHN,GER,Dormagen,,323,1,Rheinprovinz,Rheinland
BYR_GRM_DRNH,-1760945,Dornheim,DORNHEIM (II),Bayern,Germany,49.65|10.333333333333,Dornheim,Dornheim,Dornheim,"62 (in 1867), 29 (in 1910)",Bayern,Bayern,,Germany,Germany,,,DRNH,BYR,GRM,GER,Dornheim|Tarnim,"Germany, Vol. 1 (1972), p. 293: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dornheim"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",323,1,Mittelfranken,Mittelfranken
HSS_GRM_DRNH,-1760946,Dornheim,DORNHEIM (I),Hessen,Germany,49.883333333333|8.4833333333333,Dornheim,Dornheim,Dornheim,"85 (in 1861), 35 (in 1933)",Hessen,Hessen,,Germany,Germany,,,DRNH,HSS,GRM,GER,Dornheim,"Germany, Vol. 3 (1992), p. 161: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dornheim"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",323,1,,
PRU_HNN_DRNM,-1761007,Dornum,DORNUM,Prussia,Germany,53.65|7.4166666666667,Dornum,Dornum,Dornum,"63 (in 1861), 85 (in 1905)",Preußen,Preußen,,Germany,Germany,,,DRNM,PRU,HNN,GER,Dornum,"Germany, Vol. 4 (2007), p. 446: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dornum"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",323,1,Hannover,Hannover
PRU_WST_DRST,-1761110,Dorsten,DORSTEN,Prussia,Germany,51.666666666667|6.9666666666667,Dorsten,Dorsten,Dorsten,"100 (in 1861), (48 in 1933)",Preußen,Preußen,,Germany,Germany,,,DRST,PRU,WST,GER,Dorsten,,325,1,Rheinprovinz,Westfalen
PRU_WST_DRST2,-1761113,Dorstfeld,DORSTFELD,Prussia,Germany,51.516666666667|7.4166666666667,Dorstfeld,Dorstfeld,Dorstfeld,"69 (in 1880), 59 (in 1912)",Preußen,Preußen,,Germany,Germany,,,DRST,PRU,WST,GER,Dortmund-Dorstfeld|Dorstfeld,,325,2,Westfalen,Westfalen
PRU_WST_DRTM,-1761123,Dortmund,DORTMUND,Prussia,Germany,51.516666666667|7.45,Dortmund,Dortmund,Dortmund,"1,924 (in 1900), 3,820 (in 1925)",Preußen,Preußen,,Germany,Germany,,,DRTM,PRU,WST,GER,Tremonia|Düörpm|Dortmond|Dortmund,,325,1,Westfalen,Westfalen
WRT_GRM_DRZB,-1761152,Dorzbach,,Wurttemberg,Germany,49.383333333333|9.7,Dörzbach,Dörzbach,Dörzbach,,Württemberg,Württemberg,,Germany,Germany,,,DRZB,WRT,GRM,GER,Dörzbach Ober Franken|Dörzbach|Doerzbach,,,1,,
PRU_HNN_DRNS,-1761314,Dransfeld,DRANSFELD,Prussia,Germany,51.5|9.7666666666667,Dransfeld,Dransfeld,Dransfeld,"111 (in 1864), 40 (in 1933)",Preußen,Preußen,,Germany,Germany,,,DRNS,PRU,HNN,GER,Dransfeld,"Germany, Vol. 4 (2007), p. 478: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dransfeld""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",329,1,Hannover,Hannover
SCH_GRM_DRSD,-1761619,Dresden,DRESDEN,Sachsen,Germany,51.05|13.75,Dresden,Dresden,Dresden,"3,059",Sachsen,Sachsen,,Germany,Germany,,,DRSD,SCH,GRM,GER,Dresde [Fr|Eng]|Dresden [Ger|Slov]|Drezda|Ital]|Drežïany|Drezno|Dresda [Lat|Sp]|Drježdźany|Drážïany [Cz,,329,1,,
HSS_GRM_DRMR,-1761757,Dromersheim,DROMERSHEIM,Hessen,Germany,49.916666666667|7.9666666666667,Dromersheim,Dromersheim,Dromersheim,"42 (in 1861), 12 (in 1933)",Hessen,Hessen,,Germany,Germany,,,DRMR,HSS,GRM,GER,Dromersheim,"Germany, Vol. 3 (1992), p. 168: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dromersheim"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",334,1,,
PRU_RHN_DRV,-1761805,Drove,DROVE,Prussia,Germany,50.733333333333|6.5166666666667,Drove,Drove,Drove,36 (in 1930),Preußen,Preußen,,Germany,Germany,,,DRV,PRU,RHN,GER,Drove,,334,1,Rheinprovinz,Rheinland
HSS_GRM_DDLS,-1761897,Dudelsheim,DUEDELSHEIM,Hessen,Germany,50.3|9.0333333333333,Düdelsheim,Düdelsheim,Düdelsheim,"136 (in 1861), 72 (in 1933)",Hessen,Hessen,,Germany,Germany,,,DDLS,HSS,GRM,GER,Duedelsheim|Düdelsheim,"Germany, Vol. 3 (1992), p. 166: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Düdelsheim"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",339,1,,
PRU_HNN_DDRS,-1761914,Duderstadt,DUDERSTADT,Prussia,Germany,51.516666666667|10.266666666667,Duderstadt,Duderstadt,Duderstadt,"84 (in 1885), 30 (in 1933)",Preußen,Preußen,,Germany,Germany,,,DDRS,PRU,HNN,GER,Duderstadt,"Germany, Vol. 4 (2007), p. 441: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Duderstadt"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",339,1,Hannover,Hannover
PRU_RHN_DSBR,-1761951,Duisburg,DUISBERG,Prussia,Germany,51.433333333333|6.75,Duisburg,Duisburg,Duisburg,"1,554 (in 1910), 2,560 (in 1933)",Preußen,Preußen,,Germany,Germany,,,DSBR,PRU,RHN,GER,Duisburg,,342,1,Rheinprovinz,Rheinland
PRU_RHN_DLKN,-1761970,Dulken,DUELKEN,Prussia,Germany,51.25|6.35,Dülken,Dülken,Dülken,60 (in 1933),Preußen,Preußen,,Germany,Germany,,,DLKN,PRU,RHN,GER,Dülken|Duelken,,339,1,Rheinprovinz,Rheinland
PRU_WST_DLMN,-1761980,Dulmen,DUELMEN,Prussia,Germany,51.833333333333|7.3,Dülmen,Dülmen,Dülmen,"~120 (in 1870), 66 (in 1933)",Preußen,Preußen,,Germany,Germany,,,DLMN,PRU,WST,GER,Dülmen|Duelmen,,339,1,Westfalen,Westfalen
PRU_RHN_DRN,-1762156,Duren,DUEREN,Prussia,Germany,50.8|6.4833333333333,Düren,Düren,Düren,"245 (in 1890), 330 (in 1925)",Preußen,Preußen,,Germany,Germany,,,DRN,PRU,RHN,GER,Dueren|Düren,,340,1,Rheinprovinz,Rheinland
BDN_GRM_DRLC,-1762173,Durlach,DURLACH,Baden,Germany,49|8.4833333333333,Durlach,Durlach,Durlach,57 (in 1933),Baden,Baden,,Germany,Germany,,,DRLC,BDN,GRM,GER,Durlach,"Germany, Vol. 2 (1986), p. 301: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Durlach"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",347,1,,
PRU_RHN_DSSL,-1762397,Dusseldorf,,Prussia,Germany,51.216666666667|6.7666666666667,Düsseldorf,Düsseldorf,Düsseldorf,,Preußen,Preußen,,Germany,Germany,,,DSSL,PRU,RHN,GER,Duesseldorf|Düsseldorf,,,1,Rheinprovinz,Rheinland
BYR_GRM_EBLS,-1762549,Ebelsbach,EBELSBACH,Bayern,Germany,49.983333333333|10.683333333333,Ebelsbach,Ebelsbach,Ebelsbach,27 (in 1933),Bayern,Bayern,,Germany,Germany,,,EBLS,BYR,GRM,GER,Ebelsbach,"Germany, Vol. 1 (1972), p. 379: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Ebelsbach""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",352,1,Unterfranken,Unterfranken
BDN_GRM_EBRB,-1762623,Eberbach,EBERBACH,Baden,Germany,49.466666666667|9,Eberbach,Eberbach,Eberbach,138,Baden,Baden,,Germany,Germany,,,EBRB,BDN,GRM,GER,Edirbach|Eberbach,"Germany, Vol. 2 (1986), p. 213: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Eberbach""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",352,1,,
HSS_GRM_EBRS,-1762736,Ebersheim,EBERSHEIM,Hessen,Germany,49.916666666667|8.2333333333333,Ebersheim,Ebersheim,Ebersheim,"82 (in 1871), 25 (in 1933)",Hessen,Hessen,,Germany,Germany,,,EBRS,HSS,GRM,GER,Mainz-Ebersheim|Ebersheim,"Germany, Vol. 3 (1992), p. 37: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Ebersheim""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",352,1,,
BDN_GRM_EBRS,-1762747,Eberstadt,EBERSTADT (II),Baden,Germany,49.483333333333|9.3666666666667,Eberstadt,Eberstadt,Eberstadt,"90 (in 1825), 12 (in 1933)",Baden,Baden,,Germany,Germany,,,EBRS,BDN,GRM,GER,Eberstadt,,353,1,,
HSS_GRM_EBRS2,-1762748,Eberstadt,EBERSTADT (I),Hessen,Germany,49.816666666667|8.65,Eberstadt,Eberstadt,Eberstadt,"119 (in 1861), 60 (in 1933)",Hessen,Hessen,,Germany,Germany,,,EBRS,HSS,GRM,GER,Darmstadt-Eberstadt|Eberstadt,"Germany, Vol. 3 (1992), p. 37: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Eberstadt""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",352,2,,
PRU_BRN_EBRS,-1762761,Eberswalde,EBERSWALDE,Prussia,Germany,52.833333333333|13.833333333333,Eberswalde,Eberswalde,Eberswalde,192 (in 1933),Preußen,Preußen,,Germany,Germany,,,EBRS,PRU,BRN,GER,Eberswalde|Neustadt-Eberswalde,,353,1,Brandenburg,Brandenburg
HSS_GRM_ECHZ,-1762872,Echzell,ECHZELL,Hessen,Germany,50.4|8.9,Echzell,Echzell,Echzell,"96 (in 1880), 56 (in 1933)",Hessen,Hessen,,Germany,Germany,,,ECHZ,HSS,GRM,GER,Echzell,"Germany, Vol. 3 (1992), p. 63: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Echzell""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",353,1,,
WRT_GRM_EDLF,-1763181,Edelfingen,EDELFINGEN,Wurttemberg,Germany,49.516666666667|9.75,Edelfingen,Edelfingen,Edelfingen,170 (in 1895),Württemberg,Württemberg,,Germany,Germany,,,EDLF,WRT,GRM,GER,Edelfingen,"Germany, Vol. 2 (1986), p. 30: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Edelfingen""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",354,1,,
