code,id,name,enc_name,enc_page
VLH_KVL_KVL,-1043191,Kovel,KOWEL,667
KV_TRS_KVSH,-1043201,Kivshovata,,
CHR_KZL_KZLT,-1043235,Kozelets,KOZELETS,667
VLH_DBN_KZN,-1043252,Kozin,KOZIN,165
GLC_BRZ_KZLV,-1043268,Kozliv,KOZLOW,668
GLC_BRZ_KZV,-1043283,Kozova,KOZOWA,669
GLC_JWR_KRKV,-1043295,Krakovets,KRAKOWIEC,670
KHR_IZM_KRMT,-1043300,Kramators'k,KRAMATORSK,671
VLH_STR_KRSY,-1043316,Krasyliv,KRASILOV,671
EKT_BKH_KRSN,-1043387,Krasnoarmiys'k,KRASNOARMEISK,672
PLT_KNS_KRSN,-1043421,Krasnohrad,KRASNOGRAD,673
BKV_STR_KRSN,-1043430,Krasnoyilsk,CRASNA (II),281
EKT_ALK_KRSN,-1043475,Krasnoselka,KRASNOSELKA,674
VLH_NVG_KRSN,-1043500,Krasnostav,KRASNOSTAV,674
PDL_IMP_KRSN,-1043526,Krasne,KRASNOYE (I),674
KV_KV_HRMN,-1043535,Hermanivka,GERMANOWKA,426
VLH_DBN_KRSN,-1043536,Krasne,KRASNE (I),671
PLT_KRM_KRMN,-1043663,Kremenchuk,,
VLH_KRM_KRMN,-1043668,Kremenets,KRZEMIENIEC,684
GLC_NDW_TTRV,-1043681,Tatariv,TATAROW,1298
MRM_MRM_KRYC,-1043712,Krychovo,KRICHOVO,678
VLH_RVN_KRCH,-1043713,Krichil'sk,KRYCZYLSK,682
KRP_UGC_KRYV,-1043757,Kryva,,
PDL_BLT_KRYV,-1043802,Kryve Ozero,KRIVOYE OZERO,684
CHR_KRL_KRLV,-1043812,Krolevets,KROLEVIETS,679
PDL_BLT_KRT,-1043897,Kruti,,
KHR_KHR_KRYV,-1043968,Kryvyy Rih,KRIVOY ROG,679
PDL_OLG_KRYZ,-1043973,Kryzhopil,KRYZHOPOL,684
VLH_OVR_KSVR,-1043978,Ksaveriv,,
PDL_GSN_KBLC,-1043997,Kublich,KIBLITCH,621
GLC_BRS_KDRY,-1044040,Kudryntsi,,
GLC_LWW_KKZV,-1044060,Kukeziv,,
VLH_STR_KLCH,-1044080,Kulchyny,KULCHIN,689
GLC_ZLK_KLYK,-1044096,Kulykiv,KULIKOW,689
PDL_GSN_KN,-1044127,Kuna,,
VLH_OST_KNV,-1044131,Kuniv,KUNEV,690
VLH_STR_KPL,-1044144,Kupil,KUPEL,690
VLH_VLD_KPYC,-1044147,Kupychiv,KUPICZOW,690
KHR_KPN_KPYN,-1044158,Kup'yans'k,KUPIANSK,690
PDL_KMN_KPYN,-1044167,Kupyn,KUPIN,690
MRM_MRM_KSHN,-1044256,Kushnytsya,,
GLC_KSW_KTY,-1044301,Kuty,KUTY,694
VLH_STR_KZMY,-1044335,Kuz'myn,KUZMIN (II),695
KRP_BRG_KZMY,-1044338,Kuzmyno,,
PDL_PRS_KZMY,-1044346,Kuz'myn,KUZMIN (I),695
MRM_MRM_KVSY,-1044360,Kvasy,KVASY,695
KV_KV_KYV,-1044367,Kyiv,KIEV,622
PDL_GSN_LDYZ,-1044387,Ladyzhyn,LADYZHYN,699
KV_UMN_LDYZ,-1044388,Ladyzhinka,LADYZHENKA,699
GLC_NDW_LNCH,-1044405,Lanchyn,LANCZYN,702
GLC_BRS_LNVT,-1044417,Lanivtsi,,
VLH_KRM_LNVT,-1044418,Lanivtsi,,
GLC_STR_LVCH,-1044471,Lavochnoye,LAWOCZNE,711
KRP_UNG_LYKH,-1044541,Lyakhivtsi,,
VLH_ZHT_LSHC,-1044627,Lishchyn,LESHCHIN,724
GLC_BRD_LSHN,-1044632,Leshniv,LESZNIOW,724
BSS_BND_LSN,-1044659,Lisne,,
PDL_LTC_LTYC,-1044673,Letychiv,LETICHEV,725
VLH_ZHT_LVKV,-1044697,Levkov,,
GLC_TRK_LMN,-1044762,Limna,LOMNA,746
MRM_MRM_LYPC,-1044773,Lypcha,LIPCA,734
MRM_MRM_LYPT,-1044776,Lypetska Polyana,LIPECKA POLANA,734
KV_LPV_LYPV,-1044802,Lypovets,LIPOVETS,735
GLC_BHR_LYST,-1044834,Lysets',LYSIEC,777
VLH_LTS_LSHN,-1044836,Lishnevka,,
EKT_BKH_LYSY,-1044843,Lysychansk,LISICHANSK,737
MRM_MRM_LYSY,-1044844,Lysychovo,,
GLC_STR_LYSY,-1044881,Lysyatychi,LISIATYCZE,737
PDL_LTN_LTYN,-1044884,Lityn,LITIN,738
VLH_VLD_LKCH,-1044937,Lokachi,LOKACZE,746
PLT_LKH_LKHV,-1044941,Lokhvytsia,LOCHVITSA,746
GLC_BRD_LPTY,-1044974,Lopatyn,LOPATYN,748
MRM_MRM_LPKH,-1044984,Lopukhiv,BRUSTURY,204
GLC_BRS_LSYC,-1045013,Losyach,LOSIACZ,748
CHR_HRD_LVYN,-1045025,Lovyn,LOVIN,749
EKT_PVL_LZV,-1045058,Lozova,LOZOVAYA,750
PLT_LBN_LBNY,-1045095,Lubny,LUBNY,756
PDL_KMN_LCHY,-1045111,Luchynets,LUCHINETS,758
VLH_OVR_LHYN,-1045139,Luhyny,LUGINI,764
EKT_SLV_LHNS,-1045160,Luhansk,VOROSHILOVGRAD,1413
GLC_SMB_LK,-1045167,Luka,LONKA RUSTYKALNA,748
KV_LPV_LKSH,-1045183,Lukashivka,LUKASHEVKA,765
VLH_KVL_LKV,-1045207,Lukov,MACIEJOW,780
BKV_CZR_LKVY,-1045210,Lukovytsya,,
GLC_KLS_LKVY,-1045216,Lukvytsya,,
VLH_LTS_LTSK,-1045249,Lutsk,LUCK,758
GLC_LWW_LVV,-1045268,Lviv,LWOW,1
KHR_KHR_LVV,-1045273,Lvove,LVOVO,769
KV_ZVN_LYSY,-1045327,Lysyanka,LYSIANKA,777
VLH_NVG_LYBR,-1045332,Lyubar,LUBAR,750
GLC_ZLK_LYBL,-1045342,Lyubelya,LUBELLA,751
MNS_PNS_LYBS,-1045349,Lyubeshiv,LUBIESZOW,751
VLH_VLD_LYBM,-1045397,Lyuboml,LUBOML,756
KHR_VLK_LYBT,-1045401,Lyubotyn,LUBOTIN,756
KRP_UNG_LYT,-1045433,Lyuta,LJUTA,739
GLC_RW_MHRV,-1045468,Maheriv,MAGIEROW,783
KV_KV_MKRV,-1045481,Makariv,MAKAROV,786
PDL_KMN_MKV,-1045516,Makiv,MAKOV,787
KRP_BRG_MLDB,-1045589,Mala Dobron',MALA DOBRON,788
VLH_KVL_MLHL,-1045593,Mala Hlusha,HLUSZA MALA,516
KRP_UGC_MLKP,-1045604,Mala Kopanya,,
KHR_KHR_MLSD,-1045653,Mala Siedemynukha,SHTERNDORF,1172
VLH_RVN_MLSD,-1045689,Male Sedlishche,MALE SIEDLISZCZE,788
KV_RDM_MLYN,-1045702,Malyn,MALIN,789
KRP_UNG_MLHV,-1045771,Mali Heivtsi,,
KRP_UNG_MLYB,-1045800,Malyi Bereznyi,MALY BEREZNY,789
GLC_STN_MRYM,-1045982,Mariyampil,MARIAMPOL,794
EKT_MRP_MRPL,-1045996,Mariupol,,
PDL_IMP_MRKV,-1046024,Markivka,MARKOVKA,796
KHR_ODS_MYK,-1046261,Mayaki,MAYIAKI,801
MRM_MRM_MYDN,-1046268,Maydan,MAJDAN (II),786
GLC_DRH_MDNY,-1046356,Medenychi,MEDENICE,802
KV_CHG_MDVD,-1046370,Medvedivka,MEDVEDOVKA,804
KV_KNV_MDVN,-1046393,Medvin,,
PDL_LTC_MDZH,-1046397,Medzhybizh,MEDZHIBOZH,804
TRD_MLT_MLTP,-1046418,Melitopol,MELITOPOL,807
VLH_KVL_MLNY,-1046438,Melnytsya,MIELNICA (II),820
GLC_BRS_MLNY,-1046439,Melnytsya Podilska,MIELNICA (I),820
CHR_SSN_MN,-1046450,Mena,MENA,810
GLC_DLN_MZHR,-1046512,Mizhrichchya,CZOLHANY,289
VLH_RVN_MZHY,-1046516,Mezhyrichi,,
MRM_MRM_MZHH,-1046523,Mizhhirya,VOLOVE,1412
BKV_STR_CHDY,-1046528,Chudey,CIUDEI,262
VLH_RVN_MZHY2,-1046531,Mezhyrichi,MIENDZYRZEC KORECKI,821
PDL_LTN_MZHR,-1046534,Mezhirov,MEZHYROV,814
BKV_WZN_MYHV,-1046548,Myhove,MIHOVA,468
GLC_BRD_MKLY,-1046695,Mikolayuv,,
GLC_NDW_MYKL,-1046700,Mykulychyn,MIKULICZYN,822
GLC_TRN_MKLN,-1046703,Mikulintsy,MIKULINCE,822
BKV_WZN_MLYV,-1046709,Miliyeve,MILIE,824
VLH_KVL_MLYN,-1046724,Milyanovichi,MILANOWICZE,824
KRP_UNG_MYN,-1046731,Mynai,,
PDL_NV_MYNK,-1046739,Myn'kivtsi,MINKOVTSY,826
PLT_MRG_MYRH,-1046747,Myrhorod,MIRGOROD,830
VLH_NVG_MYRP,-1046799,Myropil,MIROPOL,831
VLH_DBN_MZCH,-1046849,Mizoch,MIZOCZ,131
PDL_VNN_MZYK,-1046852,Mizyakov,,
VLH_DBN_MLYN,-1046859,Mlyniv,MLYNOW,834
PDL_MGL_MHYL,-1046905,Mohyliv Podilskyy,MOGILEV-PODOLSKI,480
KV_ZVN_MKRK,-1046938,Mokra Kalyhirka,MOKRAJA KALAGIRKA,842
KV_LPV_MNST,-1047028,Monastyrishche,MONASTYRISHCHE,844
GLC_BCZ_MNST,-1047031,Monastyryska,MONASTERZYSKA,844
KV_CHR_MSHN,-1047094,Moshny,MOSHNY,848
GLC_KSW_MSKL,-1047110,Moskalivka,MOSKALOWKA,848
GLC_MSC_MSTY,-1047129,Mostyska,MOSCISKA,847
KHR_ANN_MSTV,-1047138,Mostovoye,MOSTOVOE,848
KRP_BRG_MKCH,-1047179,Mukacheve,MUKACEVO,857
VLH_DBN_MRVY,-1047211,Muravytsi,MURAWICA,861
PDL_NV_MRVN,-1047220,Murovani Kurylivtsi,MUROVANYE KURILOVTSY,861
KRP_BRG_MZHY,-1047245,Muzhiyevo,MUZIJOVO,862
KHR_KHR_MYKL,-1047257,Mykolayiv,NIKOLAIEV,893
GLC_ZYD_MYKL,-1047258,Mykolayiv,MIKOLAJOW (I),822
EKT_MRP_NDZH,-1047303,Nadezhnaya,NADEZHNAIA,866
GLC_NDW_NDVR,-1047320,Nadvirna,NADWORNA,867
GLC_JWR_NHCH,-1047330,Nahachiv,NAHACZOW,870
KHR_KHR_NGRT,-1047331,Nagartava,NAGARTAV,867
GLC_BRZ_NRYV,-1047372,Narayiv,NARAJOW,874
VLH_OVR_NRDY,-1047381,Narodychi,NARODICHI,875
KV_VSL_NSTS,-1047388,Nastashka,NASTASHKA,977
GLC_LWW_NVRY,-1047417,Navariya,NAWARIA,878
EKT_ALK_NZRV,-1047425,Nazarovicheva,GORKAYA,443
MNS_PNS_NBL,-1047431,Nobel,,
MRM_MRM_NHRV,-1047467,Nehrovets,NEGROVEC,879
KRP_BRG_NLPY,-1047487,Nelipyno,NELIPENO,880
PDL_BRT_NMYR,-1047506,Nemyriv,NEMIROV,881
GLC_RW_NMYR,-1047507,Nemyriv,NIEMIROW (I),891
BKV_KTZ_NPLK,-1047527,Nepolokivtsi,,
BSS_KHT_NPRT,-1047528,Neporotovo,,
MRM_MRM_NRSN,-1047533,Neresnytsya,NERESNICE,881
VLH_KVL_NSKH,-1047558,Nesukhoyezhe,NIESUCHOJEZE,892
PDL_PRS_NKLY,-1047643,Nikolayev,NIKOLAYEV,893
GLC_BBR_MYKL,-1047644,Mykolayiv,MIKOLAJOW (II),822
BSS_AKK_MYKL,-1047737,Mykolayivka Novorosiyska,,
EKT_EKT_NKPL,-1047778,Nikopol,NIKOPOL,893
GLC_PRZ_NYZH,-1047796,Nyzhankovychi,NIZANKOWICE,896
EKT_NVM_NZHN,-1047807,Nizhnedneprovsk,NIZHNEDNEPROVSK,896
MRM_MRM_NYZH2,-1047827,Nyzhnye Selyshche,NIZNI SELISTE,897
GLC_TRK_NYZH,-1047829,Nyzhnye Vysotske,WYSOCKO NIZNE,1470
GLC_TLM_NYZH,-1047832,Nyzhniv,NIZNIOW,897
BKV_STR_NYZH,-1047844,Nyzhni Stanivitzi,STANESTII DE JOS,1233
KRP_BRG_NYZH,-1047847,Nyzhni Vorota,NIZNI VERECKY,897
MRM_MRM_NYZH3,-1047857,Nyzhnii Studenyi,NIZNI STUDENY,897
GLC_TRK_NYZH2,-1047885,Nyzhnya Yablun'ka,JABLONKA NIZNA,556
CHR_NZH_NZHY,-1047887,Nizhyn,NIEZHIN,892
VLH_OVR_NRNS,-1047900,Norinsk,NORINSK,899
CHR_NZH_NSVK,-1047912,Nosivka,NOSOVKA,900
PDL_NV_NVUS,-1047930,Nova Ushytsya,NOVAYA USHITSA,901
VLH_NVG_NVCH,-1047955,Nova Chortoriya,NOVA CHARTORIYA,901
KHR_KHR_NVKV,-1047998,Novi Kovna,NOVOYE KOVNO,906
KHR_KHR_NVOD,-1048018,Nova Odesa,NOVAYA ODESSA,901
KHR_ALK_NVPR,-1048027,Nova Praha,NOVAYA PRAGA,901
CHR_NVG_NVHR,-1048076,Novhorod Siverskyy,NOVGOROD-SEVERSKI,903
KHR_ELZ_NVRK,-1048149,Novoarkhanhelsk,NOVOARKHANGELSK,904
EKT_ALK_NVDR,-1048192,Novodarivka,NOVODAROVKA,904
VLH_NVG_NVHR,-1048276,Novohrad Volynskyy,,
KHR_ELZ_NVMY,-1048376,Novomyrhorod,NOVOMIRGOROG,905
EKT_NVM_NVMS,-1048384,Novomoskovs'k,NOVOMOSKOVSK,905
KHR_ANN_NVPV,-1048452,Novopavlivka,NOVOPAVLOVKA,905
KHR_KHR_NVPD,-1048493,Novo Podolsk,NOVOPODOLSK,905
KHR_KHR_NVPL,-1048509,Novopoltavka,NOVO POLTAVKA,905
KRP_UGC_NVSL,-1048542,Novoselytsya,,
MRM_MRM_NVSL,-1048543,Novoselytsya,NOVOSELICE,906
BSS_KHT_NVSL,-1048544,Novoselytsya,NOUA-SULITA,900
KHR_KHR_SHLM,-1048564,Sholom Aleichem,SHALOM ALEYHEM,1167
TRD_EVP_NVSL,-1048651,Novoselivs'ke,FRAYDORF (I),401
KHR_ELZ_NVKR,-1048752,Novoukrayinka,NOVOUKRAINKA,906
GLC_SKL_VRYZ,-1048754,Varyazh,WARENZ,1424
KHR_KHR_NVVT,-1048782,Novo Vitebsk,NOVOVITEBSK,906
KHR_KHR_NVVR,-1048796,Novovorontsovka,NOVO VORONTSOVKA,906
KRP_BRG_NVDV,-1048815,Nove Davydkovo,NOVE DAVIDKOVO,902
GLC_DBR_NVMS,-1048834,Nove Misto,NOWE MIASTO (II),908
KRP_BRG_BRHY,-1048837,Berehuyfalu,NOVE SELO,902
KHR_KHR_NVZH,-1048855,Novozhitomir,NOVOZHITOMIR,906
EKT_ALK_NVZL,-1048857,Novozlatopil',NOVO ZLATOPOL,907
KHR_KHR_NVYY,-1048877,Novyy Buh,NOVYI BUG,907
GLC_BBR_NVST,-1048906,Novi Strilyshcha,STRZELISKA NOWE,1255
VLH_OVR_NVVL,-1048910,Novi Velednyky,VELEDNIKI,1380
KV_SKV_NVFS,-1048914,Novofastiv,NOVY FASTOV,907
PDL_LTN_NVKS,-1048924,Novokostyantyniv,NOVO-KONSTANTINOV,905
VLH_KRM_NVYY,-1048946,Novyy Oleksinets,,
PDL_VNN_NVYY,-1048951,Novyy Pikov,PIKOV,988
GLC_KMN_NVYV,-1048977,Novyi Vytkiv,WITKOW NOWY,1450
GLC_LWW_NVYY,-1048978,Novyy Yarychiv,JARYCZÓW NOWY,285
KV_TRS_ZHYV,-1048981,Zhyvotiv,ZYVOTOV,1523
KRP_BRG_OBV,-1048998,Obava,,
GLC_HRD_OBRT,-1049005,Obertyn,OBERTYN,922
PDL_OLG_OBDV,-1049025,Obodivka,OBODOVKA,923
KV_KV_OBKH,-1049050,Obukhiv,OBUKHOW,924
KHR_ODS_OCHK,-1049062,Ochakiv,OCHAKOV,924
KHR_ODS_ODS,-1049092,Odesa,,
GLC_BRS_OKPY,-1049162,Okopy,,
KV_CHG_OLKS,-1049206,Oleksandrivka,ALEXANDROVKA,29
KHR_ALK_OLKS,-1049208,Oleksandriya,ALEXANDRIA,28
GLC_ZLC_OLSK,-1049235,Olesko,OLESKO,933
VLH_OVR_OLVS,-1049236,Olevsk,OLEVSK,933
GLC_BRS_OLYV,-1049241,Oliyevo Koralivka,KOROLOWKA,659
PDL_OLG_OLHP,-1049259,Olhopil,OLGOPOL,934
PDL_NV_VLKH,-1049276,Vil'khovets',,
MRM_UGC_VLKH,-1049283,Vilkhivka,VLACHOVO,1409
MRM_MRM_VLKH,-1049290,Vil'khivtsi,VULCHOVCE,1417
KV_ZVN_OLSH,-1049299,Olshana,OLSHANA,935
KRP_UNG_VLSH,-1049329,Vil'shynky,,
VLH_DBN_OLYK,-1049331,Olyka,OLYKA,27
MRM_UGC_ONK,-1049349,Onok,ONOK,947
VLH_VLD_OPLN,-1049363,Opalin,OPALIN,937
KV_LPV_ORTV,-1049383,Orativ,ORATOV,942
TRD_BRD_ORKH,-1049405,Orikhiv,OREKHOV,943
PDL_KMN_ORYN,-1049433,Orynyn,ORININ,943
GLC_DRH_ORV,-1049478,Orov,OROW,944
VLH_RVN_OSV,-1049557,Osova,OSOWA WYSZKA,348
CHR_OST_OSTR,-1049587,Oster,OSTER,948
VLH_OST_OSTR,-1049602,Ostroh,OSTROG,950
VLH_NVG_OSTR,-1049607,Ostropil,OSTROPOL,951
VLH_DBN_OSTR,-1049643,Ostrozhets,OSTROZEC,954
GLC_TLM_OTYN,-1049692,Otyniya,OTTYNIA,956
KHR_ODS_OVDP,-1049696,Ovidiopol,OVIDIOPOL,957
VLH_OVR_OVRC,-1049703,Ovruch,OVRUCH,957
PDL_MGL_OZRY,-1049716,Ozaryntsi,OZARINTSY,958
GLC_ZLC_OZRN,-1049724,Ozerna,JEZIERNA,573
GLC_BRS_OZRY,-1049749,Ozeryany,JEZIERZANY,574
VLH_DBN_OZRY,-1049752,Ozeryany,YEZIORANY,1477
VLH_VLD_OZRY,-1049754,Ozeryany,JEZIEZANY,574
VLH_STR_OZHY,-1049767,Ozhyhivtsi,,
VLH_VLD_OZYT,-1049771,Ozyutichi,OZDZIUTYCZE,959
GLC_CZR_PLSH,-1049786,Palashevka,,
BKV_STR_PNK,-1049811,Panka,,
KRP_BRG_PTSK,-1049926,Patskan'ovo,PACKANOVO,960
EKT_PVL_PVLH,-1049945,Pavlohrad,PAVLOGRAD,977
KV_SKV_PVLC,-1050019,Pavoloch,PAVOLOCH,977
GLC_KLM_PCHN,-1050032,Pechenizhyn,PECZENIZYN,978
PDL_BRT_PCHR,-1050048,Pechora,PECHERA,977
KRP_BRG_PRCH,-1050084,Perechin,,
GLC_DLN_PRHN,-1050093,Perehinske,PEREHINSKO,979
TRD_PRK_PRKP,-1050105,Perekop,PEREKOP,979
GLC_PRZ_PRMY,-1050142,Peremyshlyany,PRZEMYSLANY,1035
PLT_KNS_PRSH,-1050163,Pereshchepino,,
PLT_PRS_PRYS,-1050197,Pereyaslav Khmelnitskiy,PIEREJASLAV,987
KHR_ELZ_PRVM,-1050242,Pervomaysk,PERVOMAYSK (III),980
PDL_BLT_PSHC,-1050292,Pishchana,PESCHANNAYA,981
PDL_OLG_PSHC,-1050298,Pishchanka,PESCHANYA (I),981
KRP_UGC_PYTR,-1050509,Pyiterfolvo,,
GLC_LWW_PYKL,-1050595,Pykulovychi,,
MRM_MRM_PLPT,-1050606,Pilipets,FILIPEC,382
PDL_LTN_PYLY,-1050626,Pylyava,PILYAVA,989
PLT_PRT_PYRY,-1050654,Pyryatyn,PIRIATIN,996
GLC_KSW_PSTY,-1050697,Pistyn,PISTYN,998
KV_LPV_PLYS,-1050754,Plyskiv,PLISKOV,1000
KHR_KHR_PLYS,-1050797,Plyushchivka,YEFINGAR,1475
VLH_KRM_PCHY,-1050831,Pochayev,POCZAJOW,1006
GLC_LWW_PDBR,-1050845,Pidbirtsi,,
GLC_DRH_PDBZ,-1050848,Podbuzh,PODBUZ,1006
GLC_PDH_PDHY,-1050871,Pidhaytsi,PODHAJCE,1007
GLC_BRD_PDKM,-1050909,Pidkamin,PODKAMIEN (I),1008
VLH_KRM_PDLS,-1050927,Podlesnoye,FOLWARKI,389
GLC_LWW_PDLS,-1050940,Podliski Malyye,,
GLC_SKL_PDVL,-1051014,Pidvolochys'k,PODWOLOCZYSKA,1010
KV_UMN_PHRL,-1051061,Pohorila,,
KV_BRD_PHRB,-1051066,Pohrebyshche,POGREBISHCHE,1010
KV_UMN_PKTL,-1051084,Pokatilovo,POKOTILOVO,1011
KHR_KHR_PKTY,-1051094,Pokotylivka,POKOTILOVKA,1011
KV_RDM_PLSS,-1051133,Polesskoye,KAGANOVICHI-KHABNOYE,582
EKT_ALK_PLHY,-1051161,Polohy,POLOGI,1012
VLH_NVG_PLNN,-1051178,Polonne,POLONNOYE,1012
PLT_PLT_PLTV,-1051195,Poltava,,
GLC_BCZ_YZLV,-1051255,Yazlovets,JAZLOWIEC,570
GLC_ZLC_PMRY,-1051256,Pomoryany,POMORZANY,1014
VLH_NVG_PNNK,-1051262,Poninka,PONINKA,1014
KV_SKV_PPLN,-1051281,Popel'nya,POPELNIA,1014
KRP_BRG_PPV,-1051324,Popovo,,
PDL_MGL_PPVT,-1051330,Popovtsy,POPOVTSY,1015
KRP_UNG_PRSH,-1051361,Poroshkovo,,
GLC_RW_PTLY,-1051413,Potelych,POTYLICZ,1018
GLC_HRD_PTCH,-1051422,Potochyshche,,
VLH_KVL_PVRS,-1051447,Povorsk,POWÓRSK,149
MRM_MRM_PRYB,-1051511,Pryborzhavske,,
KHR_ANN_PRBZ,-1051516,Pribuzhany,KANTAKUZOVKA,594
VLH_LTS_PRYL,-1051539,Prylisne,MANIEWICZE,135
TRD_BRD_PRYM,-1051547,Prymors'k,NOGAYSK,898
TRD_MLT_PRYS,-1051577,Pryshyb,,
MRM_MRM_PRYS,-1051585,Pryslip,PRISLOP,1027
VLH_VLD_PRYV,-1051602,Pryvitne,SWINIUCHY,1272
GLC_HST_PRBZ,-1051638,Probezhna,PROBUZNA,1028
EKT_MRP_PRLT,-1051667,Proletarskiy,PROLETARSKOYE,1028
KV_BRD_NVPR,-1051730,Nova Pryluka,NOVAYA PRILUKA,901
PLT_PRL_PRYL,-1051731,Pryluky,,
BKV_WZN_PTYL,-1051823,Putyla,PUTILA,1040
KV_TRS_PYTY,-1051868,Pyatyhory,PIATIGORY,985
VLH_ZHT_PYTK,-1051878,Pyatka,PIATKA,985
GLC_KMN_RDKH,-1051905,Radekhiv,RADZIECHOW,1051
KV_RDM_RDMY,-1051928,Radomyshl,RADOMYSL,1048
PDL_YMP_RDYN,-1051961,Radyanske,RADYANSKOYE,1051
VLH_LTS_RFLV,-1051968,Rafalivka,RAFALOWKA,1053
VLH_KRM_RKHM,-1051972,Rakhmanov,RACHMANOWO,1044
MRM_MRM_RKHV,-1051981,Rakhiv,,
KV_VSL_RKYT,-1051991,Rokytne,ROKITNOYE,1088
KRP_BRG_RKSH,-1051996,Rakoshyno,,
KRP_UNG_RKV,-1051997,Rakovo,,
VLH_KVL_RTN,-1052051,Ratne,RATNO,1060
GLC_RW_RVRS,-1052059,Rava Ruska,RAWA RUSKA,1061
EKT_MRP_RVNP,-1052060,Rivnopillia,ROVNOPOL,1099
PDL_GSN_RHRD,-1052073,Raihorod,RAYGOROD,1063
VLH_ZHT_RYHR,-1052079,Rayhorodok,RAIGORODOK,1054
MRM_MRM_RCHK,-1052142,Richka,RICKA,1076
BSS_IZM_RN,-1052170,Reni,RENI,1071
MRM_MRM_RPYN,-1052178,Repynne,REPINE,1071
CHR_HRD_RPKY,-1052187,Ripky,REPKI,1071
VLH_RVN_RVN,-1052247,Rivne,ROWNE,1099
VLH_NVG_RHCH,-1052273,Rohachiv,ROGACHEV (II),1086
GLC_RHT_RHTY,-1052282,Rohatyn,ROHATYN,1086
VLH_OVR_RKYT,-1052325,Rokytne,ROKITNO,1087
KRP_UGC_RKSV,-1052326,Rokosovo,,
GLC_TRM_RMNV,-1052352,Romanivka,,
PLT_RMN_RMNY,-1052377,Romny,ROMNY,1091
GLC_BHR_RSLN,-1052392,Rosil'na,ROSULNA,1095
EKT_ALK_RSKS,-1052399,Roskoshnoye,ROSKOSHNAYA,1093
KV_KNV_RSV,-1052418,Rosava,,
BKV_WZN_RZTK,-1052442,Roztoky,RASTOACE,1060
KV_CHR_RTMS,-1052451,Rotmistrivka,ROTMISTROVKA,1069
KHR_YLZ_RVN,-1052476,Rivne,ROVNOYE,1099
KHR_TRS_RZDL,-1052497,Rozdilna,RAZDELNOYE,1063
GLC_ZYD_RZDL,-1052499,Rozdil,ROZDOL,1100
KV_RDM_RZHV,-1052512,Rozhiv,ROZHEV,1101
VLH_LTS_RZHY,-1052515,Rozhyshche,ROZYSZCZE,1103
VLH_LTS_RZHY2,-1052515,Rozhyshche,ROZYSZCZE,1103
VLH_LTS_RZHY3,-1052515,Rozhyshche,ROZYSZCZE,1103
GLC_SNT_RZHN,-1052521,Rozhniv,ROZNOW,1102
GLC_DLN_RZHN,-1052526,Rozhnyativ,ROZNIATOW,1101
GLC_BRS_TSYH,-1052608,Tsyhany,CYGANY,284
GLC_RDK_RDKY,-1052621,Rudky,RUDKI,1104
MRM_MRM_RSKM,-1052737,Ruska Mokra,RUSSKA MOKRA,1107
MRM_MRM_RSKP,-1052743,Rus'ke Pole,RUSKE POLE,1107
KV_SKV_RZHN,-1052760,Ruzhin,RUZHIN,1107
KRS_RYL_RYLS,-1052823,Rylsk,RYLSK,1109
KV_ZVN_RYZH,-1052833,Ryzhanivka,RYZHNOVKA,1111
BSS_KHT_RZHV,-1052847,Rzhavyntsi,,
KV_KV_RZHY,-1052850,Rzhyshchiv,RZHISHCHEV,1113
BKV_SDG_SDHR,-1052863,Sadhora,SADAGURA,1117
EKT_VRK_SKSH,-1052933,Saksahan,SAKSAGAN,1120
PDL_LTN_SLNT,-1052957,Sal'nitsa,SALNITSA,1123
GLC_SMB_SMBR,-1052978,Sambir,SOMBOR,1130
KV_BRD_SMHR,-1052985,Samhorodok,SAMHORODOK,1131
KV_LPV_SRNY,-1053048,Sarny,SARNY (II),1140
VLH_RVN_SRNY,-1053050,Sarny,SARNY (I),1140
GLC_ZLC_SSV,-1053064,Sasiv,SASOW,1141
MRM_UGC_SSV,-1053067,Sasovo,,
PDL_PRS_STNV,-1053071,Sataniv,SATANOV,1142
PDL_BLT_SVRN,-1053097,Savran,SAVRAN,1145
GLC_SKL_SLTS,-1053151,Silets,SIELEC (II),1178
KRP_BRG_SLTS,-1053188,Sil'tse,,
BKV_RDT_SLYT,-1053194,Selyatin,SELETIN,1158
PLT_KHR_SMNV,-1053239,Semenivka,SEMIONOVKA (II),1160
CHR_NVZ_SMNV,-1053252,Semenivka,SEMIONOVKA (I),1160
VLH_LTS_SNKV,-1053300,Senkevichevka,SIENKIEWICZOWKA,1180
GLC_KMN_SYNK,-1053301,Synkiv,,
BKV_WZN_SRHY,-1053407,Serhiyi,SARGHIENI,1139
MNS_PNS_SRNK,-1053411,Serniki Pervyye,SERNIKI,1164
BSS_AKK_SRPN,-1053415,Serpneve,,
TRD_SVS_SVST,-1053419,Sevastopol,SEVASTOPOL,1165
BSS_AKK_SHB,-1053451,Shabo,,
MRM_UGC_SHLN,-1053467,Shalanky,SALANKI,1122
PDL_MGL_SHRH,-1053493,Sharhorod,SHARGOROD,1168
PDL_PRS_SHRV,-1053502,Sharovka,SHAROVKA,1169
PDL_KMN_SHTV,-1053507,Shatava,SHATAVA,1169
VLH_VLD_SHTS,-1053510,Shatsk,SZACK,1274
